delta_e,power_total,T_rotor
-0.174532925,947833.0191,53955.08822
-0.157079633,947833.0191,53955.08822
-0.13962634,947833.0191,53955.08822
-0.122173048,947833.0191,53955.08822
-0.104719755,947833.0191,53955.08822
-0.087266463,947833.0191,53955.08822
-0.06981317,947833.0191,53955.08822
-0.052359878,947833.0191,53955.08822
-0.034906585,947833.0191,53955.08822
-0.017453293,947833.0191,53955.08822
0,947833.0191,53955.08822
0.017453293,947833.0191,53955.08822
0.034906585,947833.0191,53955.08822
0.052359878,947833.0191,53955.08822
0.06981317,947833.0191,53955.08822
0.087266463,947833.0191,53955.08822
