delta_e,T_prop,T_rotor
-0.349065850398866,590520.582288051,63890.6280190533
-0.345575191894877,589817.252024466,63800.4884092517
-0.342084533390889,589115.016616274,63710.3105484284
-0.3385938748869,588414.285327323,63620.0926542861
-0.335103216382911,587715.74053988,63529.8320416789
-0.331612557878923,587019.37576323,63439.5283909826
-0.328121899374934,586325.184530817,63349.1813890037
-0.324631240870945,585633.160399934,63258.7907290072
-0.321140582366957,584943.296951426,63168.3561107427
-0.317649923862968,584255.587789373,63077.8772404688
-0.314159265358979,583570.026540779,62987.3538309764
-0.310668606854991,582886.607392871,62896.7856016096
-0.307177948351002,582205.29227283,62806.1727407442
-0.303687289847013,581526.102156273,62715.5145750025
-0.300196631343025,580849.035400635,62624.8107734055
-0.296705972839036,580174.085739079,62534.0610818248
-0.293215314335047,579501.246925697,62443.2652527708
-0.289724655831059,578830.512735169,62352.423045405
-0.28623399732707,578161.876962409,62261.5342255512
-0.282743338823081,577495.333422209,62170.5985657051
-0.279252680319093,576830.875948884,62079.6158450432
-0.275762021815104,576168.498395907,61988.5858494298
-0.272271363311115,575508.194635544,61897.5083714229
-0.268780704807127,574849.958558487,61806.3832102784
-0.265290046303138,574193.784073477,61715.2101719535
-0.261799387799149,573539.665106933,61623.9890691089
-0.258308729295161,572887.595602575,61532.7197211095
-0.254818070791172,572237.569521035,61441.4019540234
-0.251327412287183,571589.580839479,61350.0356006203
-0.247836753783195,570943.62355122,61258.6205003692
-0.244346095279206,570299.691665322,61167.1564994329
-0.240855436775217,569657.779206215,61075.6434506635
-0.237364778271229,569017.880213293,60984.0812135957
-0.23387411976724,568379.988740522,60892.4696544387
-0.230383461263251,567744.098856037,60800.8086460678
-0.226892802759263,567110.204641737,60709.0980680134
-0.223402144255274,566478.30019289,60617.337806451
-0.219911485751285,565848.379617712,60525.5277541873
-0.216420827247297,565220.437036971,60433.6678106483
-0.212930168743308,564594.466583567,60341.7578818631
-0.20943951023932,563970.462402126,60249.7978804494
-0.205948851735331,563348.418648578,60157.7877255956
-0.202458193231342,562728.329489748,60065.7273430439
-0.198967534727354,562110.189102929,59973.61666507
-0.195476876223365,561493.991675468,59881.4556304639
-0.191986217719376,560879.731404342,59789.244184508
-0.188495559215388,560267.402495733,59696.9822789553
-0.185004900711399,559656.999164604,59604.6698720054
-0.18151424220741,559048.515634274,59512.3069282804
-0.178023583703422,558441.946135985,59419.8934187993
-0.174532925199433,557837.284908478,59327.4293209509
-0.171042266695444,557234.526197556,59234.9146184669
-0.167551608191456,556633.664255658,59142.3493013925
-0.164060949687467,556034.693341422,59049.733366057
-0.160570291183478,555437.607719246,58957.0668150423
-0.15707963267949,554842.401658863,58864.3496571519
-0.153588974175501,554249.069434893,58771.5819073771
-0.150098315671512,553657.605326411,58678.7635868638
-0.146607657167524,555822.481742966,58571.2307250558
-0.143116998663535,559637.969997843,58455.0894433245
-0.139626340159546,563493.279770032,58339.0584103891
-0.136135681655558,567368.264619559,58223.1334138219
-0.132645023151569,571261.810675605,58107.313528476
-0.12915436464758,575181.912172182,57991.5993960805
-0.125663706143592,579237.69696581,57876.0086754403
-0.122173047639603,583714.235669486,57760.5884066136
-0.118682389135614,588211.090831761,57645.2697661853
-0.115191730631626,592728.076132502,57530.051923453
-0.111701072127637,597266.831207742,57414.9343479951
-0.108210413623648,599422.249059006,57299.5181200654
-0.10471975511966,605578.850059289,57184.8597693305
-0.101229096615671,608983.522131925,57069.8418373387
-0.0977384381116825,612396.552855321,56954.9203678707
-0.0942477796076938,615813.935852139,56840.0938590291
-0.0907571211037051,619260.850080567,56725.3655186198
-0.0872664625997165,623316.899890155,56610.8277392159
-0.0837758040957278,627377.798998153,56496.3813872451
-0.0802851455917392,631445.954034491,56382.0259124247
-0.0767944870877505,635531.474117195,56267.7619469619
-0.0733038285837618,639621.160678559,56153.586387348
-0.0698131700797732,643710.714828648,56039.4975401436
-0.0663225115757845,647792.223560128,55925.4931242647
-0.0628318530717959,651872.348551085,55811.5731323496
-0.0593411945678072,655948.1000291,55697.7359726132
-0.0558505360638185,660015.189241581,55583.9798552746
-0.0523598775598299,664075.125998589,55470.3037933208
-0.0488692190558412,668133.46086958,55356.7075136693
-0.0453785605518526,672186.738550922,55243.1890845223
-0.0418879020478639,676237.076814503,55129.7475152175
-0.0383972435438752,680278.146904542,55016.3804407568
-0.0349065850398866,684323.311154529,54903.0882969707
-0.0314159265358979,688373.781031559,54789.8699261214
-0.0279252680319093,692441.735457722,54676.7251938527
-0.0244346095279206,696514.515983786,54563.6505281299
-0.020943951023932,700607.684639383,54450.6462945092
-0.0174532925199433,704716.252184895,54337.7097339678
-0.0139626340159546,708835.807002882,54224.8380250366
-0.010471975511966,712961.977717807,54112.0282242531
-0.00698131700797732,717218.153653276,53999.2953633308
-0.00349065850398866,721478.321021223,53886.6185983768
0,725738.866367228,53773.9945098407
0.00436332312998582,731054.362062057,53633.2822399158
0.00872664625997165,736360.139004693,53492.6388509291
0.0130899693899575,741665.053358359,53352.0581372008
0.0174532925199433,746973.186359047,53211.5317994975
0.0218166156499291,752288.547352261,53071.0498657775
0.0261799387799149,757613.935235518,52930.6010100561
0.0305432619099008,762934.775262121,52790.169421618
0.0349065850398866,768259.4361615,52649.7397797114
0.0392699081698724,773607.692415187,52509.2949309226
0.0436332312998582,778978.923828976,52368.8107675557
0.0479965544298441,784277.254825852,52228.2457118003
0.0523598775598299,789120.267462305,52087.5159477256
