delta_e,T_prop,T_rotor
-0.349065850398866,892208.704094713,53979.5708647155
-0.345575191894877,892195.867484827,53979.1306853313
-0.342084533390889,892183.031336866,53978.6905053023
-0.3385938748869,892170.195650855,53978.2503246298
-0.335103216382911,892157.360426821,53977.8101433158
-0.331612557878923,892144.52566479,53977.3699613625
-0.328121899374934,892131.691364792,53976.9297787715
-0.324631240870945,892118.857526851,53976.4895955447
-0.321140582366957,892106.024150996,53976.0494116842
-0.317649923862968,892093.191237253,53975.6092271917
-0.314159265358979,892080.358785647,53975.1690420691
-0.310668606854991,892067.526796209,53974.7288563184
-0.307177948351002,892054.695268963,53974.2886699415
-0.303687289847013,892041.864203937,53973.8484829402
-0.300196631343025,892029.033601157,53973.4082953164
-0.296705972839036,892016.203460649,53972.9681070719
-0.293215314335047,892003.373782444,53972.527918209
-0.289724655831059,891990.544566564,53972.0877287291
-0.28623399732707,891977.715813041,53971.6475386344
-0.282743338823081,891964.887521897,53971.2073479266
-0.279252680319093,891952.059693161,53970.7671566077
-0.275762021815104,891939.232326861,53970.3269646797
-0.272271363311115,891926.405423022,53969.8867721442
-0.268780704807127,891913.57898167,53969.4465790033
-0.265290046303138,891900.753002836,53969.006385259
-0.261799387799149,891887.927486543,53968.5661909129
-0.258308729295161,891875.102432818,53968.1259959671
-0.254818070791172,891862.277841691,53967.6858004235
-0.251327412287183,891849.453713185,53967.2456042837
-0.247836753783195,891836.630047328,53966.80540755
-0.244346095279206,891823.80684415,53966.3652102241
-0.240855436775217,891810.984103674,53965.9250123079
-0.237364778271229,891798.161825929,53965.4848138033
-0.23387411976724,891785.340010938,53965.0446147121
-0.230383461263251,891772.518658734,53964.6044150365
-0.226892802759263,891759.697769338,53964.1642147779
-0.223402144255274,891746.87734278,53963.7240139387
-0.219911485751285,891734.057379086,53963.2838125204
-0.216420827247297,891721.237878284,53962.8436105252
-0.212930168743308,891708.418840398,53962.4034079547
-0.20943951023932,891695.600265456,53961.963204811
-0.205948851735331,891682.782153488,53961.523001096
-0.202458193231342,891669.964504516,53961.0827968115
-0.198967534727354,891657.147318568,53960.6425919594
-0.195476876223365,891644.330595673,53960.2023865416
-0.191986217719376,891631.514335855,53959.76218056
-0.188495559215388,891618.698539144,53959.3219740166
-0.185004900711399,891605.883205563,53958.8817669131
-0.18151424220741,891593.068335141,53958.4415592515
-0.178023583703422,891580.253927905,53958.0013510338
-0.174532925199433,891567.439983879,53957.5611422616
-0.171042266695444,891554.626503093,53957.1209329371
-0.167551608191456,891541.813485572,53956.680723062
-0.164060949687467,891529.000931343,53956.2405126382
-0.160570291183478,891516.188840536,53955.8003016713
-0.15707963267949,891503.377212933,53955.3600901571
-0.153588974175501,891490.566048935,53954.9198781023
-0.150098315671512,891477.755348155,53954.4796654982
-0.146607657167524,891464.945110321,53954.0394523612
-0.143116998663535,891452.135336564,53953.5992386833
-0.139626340159546,891439.326026334,53953.1590244704
-0.136135681655558,891426.517179376,53952.7188097262
-0.132645023151569,891413.708796111,53952.2785944517
-0.12915436464758,891400.900876075,53951.8383786431
-0.125663706143592,891388.093419968,53951.3981623088
-0.122173047639603,891375.28642701,53950.9579454491
-0.118682389135614,891362.479898112,53950.5177280649
-0.115191730631626,891349.673832846,53950.077510159
-0.111701072127637,891336.868231331,53949.637291732
-0.108210413623648,891324.063093175,53949.1970727868
-0.10471975511966,891311.258419074,53948.7568533268
-0.101229096615671,891298.454208693,53948.3166333509
-0.0977384381116825,891285.650462079,53947.8764128623
-0.0942477796076938,891272.847179187,53947.4361918629
-0.0907571211037051,891260.044360353,53946.9959703552
-0.0872664625997165,891247.242005242,53946.5557483406
-0.0837758040957278,891234.440114074,53946.1155258199
-0.0802851455917392,891221.638686905,53945.6753027966
-0.0767944870877505,891208.837723579,53945.2350792715
-0.0733038285837618,891196.037224282,53944.7948552465
-0.0698131700797732,891183.237189046,53944.3546307251
-0.0663225115757845,891170.4376178,53943.9144057082
-0.0628318530717959,891157.638510603,53943.4741801967
-0.0593411945678072,891144.839867609,53943.0339541944
-0.0558505360638186,891132.04168862,53942.5937277012
-0.0523598775598299,891119.243973792,53942.1535007202
-0.0488692190558412,891106.446723156,53941.7132732534
-0.0453785605518526,891093.649936706,53941.2730453021
-0.0418879020478639,891080.853614512,53940.8328168684
-0.0383972435438753,891068.057756564,53940.3925879542
-0.0349065850398866,891055.262362845,53939.9523585613
-0.0314159265358979,891042.467433467,53939.5121286917
