U,theta_0,theta_diff,theta_1c,theta_1s,theta,phi,v_i1,v_i2,v_iprop,Prop_theta_0,Prop_isEnable,delta_e,delta_r,theta_1c_diff,theta_1s_diff,v_01,v_02,beta_01,beta_1c1,beta_1s1,beta_02,beta_1c2,beta_1s2,power_total_LowerRotor,power_total_UpperRotor,power_total_Prop,power_total,T_prop,T_rotor
50,0.240975363451445,0.00109280096901763,0.000896022072705455,-0.101325588326398,0.027435755303365,0.00218334973195013,2.29772748663603,2.65518449236279,-0.0224985213254258,0.654871947301206,1,-0.222132813890187,0,0,0,3.57738867528989,2.96594484901821,0.017825705747454,0.0328190838731767,-0.0396006171194038,0.0207080889280347,0.0307304052843563,-0.0385112376496315,253617.45534513,282672.265281637,11903.364577162,555098.700064387,-7.16343177575309,57118.4057081535
55,0.248627263169249,0.000840482407448901,0.000675514620828608,-0.115783517022954,0.0214725317806922,0.00198744577745802,2.14587957956119,2.4185249715148,-0.0574509939599745,0.683207230864508,1,-0.171828893963949,0,0,0,3.14126736946366,2.60687648703047,0.018377255730409,0.0385192753244854,-0.04179162252534,0.0207928274455837,0.0367236770944875,-0.0406490498986241,255665.954252524,278123.052720973,11903.0059455297,552749.348732677,-20.109739775872,57855.544691848
60,0.258468523436089,0.000563257200158471,0.000418837703178622,-0.132940770112978,0.0159407554374182,0.00170751782552475,2.02333466929559,2.22274690909195,-0.0874319447853981,0.710997684260572,1,-0.150196644080075,0,0,0,2.77135424819699,2.31270507823409,0.0189951807160165,0.0451089626397396,-0.04476991399768,0.020918294436336,0.0437523575620969,-0.043563513312427,259299.480777144,275961.960081002,11902.668572702,553674.240768337,-33.3729575024859,58681.3788794104
65,0.270504004386335,0.00030004095909185,0.000189747157975245,-0.151041112402433,0.00942307083475784,0.00134496669794657,1.91889477370761,2.05752444172834,-0.10582238367079,0.738210061558578,1,-0.136676487902655,0,0,0,2.4852081432377,2.10077551514883,0.0196317176498034,0.0512052711339008,-0.0477449916055704,0.0210751251354003,0.0503317085267627,-0.0465388975455909,263937.291986573,275684.384689617,11902.3034455354,558587.001210563,-43.7518029958743,59515.7221910738
70,0.284710428389589,0.000107925853205458,1.8833472782309e-05,-0.171147797852444,0.00298716858459389,0.00100568448509373,1.82761964422753,1.92184522416401,-0.0614049902311563,0.76487225992712,1,-0.128564394196202,0,0,0,2.26034236034072,1.94274350576442,0.0202676772787303,0.0575762652790712,-0.0510436567564238,0.021319822603271,0.0571060458147869,-0.0498911051881503,269377.276567378,277481.325665151,11902.0969822297,569155.018870856,-27.3613323606705,60423.0422281007
75,0.301288693037929,-2.20311198325273e-05,-0.000148617305289485,-0.193029860992424,-0.00423564289499361,0.000647801380647024,1.74706818309672,1.80999806005338,-0.0209879437642224,0.790932968817445,1,-0.123156331725234,0,0,0,2.080578319038,1.82014546185809,0.0209059601993785,0.0639074481068439,-0.0544661053681055,0.0216550135886384,0.0637961142692045,-0.0533254280198812,275572.370540325,281070.576800768,11902.1894880826,578605.652260858,-10.0260190788712,61409.0202590308
80,0.320783327775401,-9.5925298663664e-05,-0.000223942839159057,-0.217941312847432,-0.0119068339653558,0.000397365468900186,1.67755582500209,1.71944719958419,-0.0161022137887908,0.816590668739583,1,-0.12045230048975,0,0,0,1.93694052759249,1.72440360888088,0.0215793494583063,0.0708812799190617,-0.0582805719106147,0.0221081335997077,0.0709858954930051,-0.0572371898741259,282677.073663007,286402.80390404,11902.8614933609,596095.343618805,-8.20555474470322,62550.2345836882
85,0.342689270828516,-0.000132929280297935,-0.000292867218056641,-0.243788432747261,-0.0211947403446666,0.000153514699086627,1.61538346749681,1.64316091629319,0.0514489997546558,0.841779538590586,1,-0.117748269254265,0,0,0,1.81847986748862,1.64559517488073,0.0222572626597198,0.0770483992518962,-0.061694293572972,0.0226273493600515,0.0773180557704935,-0.0607149932984042,290474.029999161,292989.571143298,11904.7319798186,611026.940987815,27.8790374626403,63748.6563480598
90,0.369321502081155,-0.000139847389034044,-0.000382341709291584,-0.278429487154319,-0.0282831773521952,-7.99771464771649e-05,1.56838288100825,1.58725833628722,0.0299975462163458,0.865356297327313,1,-0.12045230048975,0,0,0,1.72911381849821,1.58846342617652,0.0230842646469648,0.087080028296183,-0.0674132970529687,0.0233490305134648,0.0874869886415218,-0.0664262530485072,299765.65205673,301516.814448844,11907.2670234084,629705.454552404,17.2063854640932,65363.0666852924
95,0.39925496105859,-0.000136940900774713,-0.000356951655789902,-0.311956733496141,-0.0403901813648647,-0.000171402847098783,1.52615559717437,1.53895612507517,0.0454527176766683,0.888860160992399,1,-0.12045230048975,0,0,0,1.65410856510573,1.53955844507283,0.0239368157419829,0.0943677831929324,-0.0714911408103071,0.0241249601999963,0.094784184895337,-0.070640739901115,309704.454771084,310920.336737967,11913.8276352338,651730.329142327,27.523635039997,67017.5322227912
100,0.435664408855062,-0.000122484264155161,-0.000363081657047795,-0.357594468659801,-0.0495485453452293,-0.000270968975667525,1.49895183829545,1.50801775286584,0.0616740880095967,0.911802851773235,1,-0.125860362960718,0,0,0,1.6018736551188,1.50832139001602,0.024998787542823,0.10695372446534,-0.0786215392020748,0.0251383941771076,0.107382736588316,-0.0778349748352923,321340.627570976,322228.832520328,11921.6144840576,678531.594014755,39.3171603494265,69206.408582266
