delta_e,power_total,T_rotor
-0.349065850398866,568049.146660454,58790.5474539235
-0.345575191894877,567684.893774633,58744.7613931138
-0.342084533390889,567321.104480191,58698.963738162
-0.3385938748869,566957.777461349,58653.1545238707
-0.335103216382911,566594.912850506,58607.3337851126
-0.331612557878923,566232.510295572,58561.5015568283
-0.328121899374934,565870.569443136,58515.6578740325
-0.324631240870945,565509.089938461,58469.8027718068
-0.321140582366957,565148.0714255,58423.9362853073
-0.317649923862968,564787.513546876,58378.058449758
-0.314159265358979,564427.415943904,58332.1693004566
-0.310668606854991,564067.778256569,58286.2688727695
-0.307177948351002,563708.60012355,58240.3572021353
-0.303687289847013,563349.881182209,58194.4343240653
-0.300196631343025,562991.621068588,58148.5002741408
-0.296705972839036,562633.819417418,58102.5550880144
-0.293215314335047,562276.475862106,58056.5988014097
-0.289724655831059,561919.590034756,58010.6314501238
-0.28623399732707,561563.161566157,57964.6530700237
-0.282743338823081,561207.190085773,57918.6636970474
-0.279252680319093,560851.675221756,57872.6633672038
-0.275762021815104,560496.616600945,57826.6521165734
-0.272271363311115,560142.013848863,57780.6299813078
-0.268780704807127,559787.866589713,57734.5969976293
-0.265290046303138,559434.174446378,57688.5532018292
-0.261799387799149,559080.937040427,57642.4986302706
-0.258308729295161,558728.153992109,57596.4333193871
-0.254818070791172,558375.824920348,57550.3573056801
-0.251327412287183,558023.949442748,57504.2706257222
-0.247836753783195,557672.527175587,57458.173316154
-0.244346095279206,557321.557733823,57412.0654136858
-0.240855436775217,556971.040731083,57365.9469550962
-0.237364778271229,556620.975779662,57319.8179772313
-0.23387411976724,556271.362490538,57273.6785170068
-0.230383461263251,555922.200473342,57227.5286114032
-0.226892802759263,555573.489336381,57181.3682974701
-0.223402144255274,555225.228686619,57135.1976123221
-0.219911485751285,555188.684911524,57087.5338174069
-0.216420827247297,556621.491151542,57032.8932854425
-0.212930168743308,558060.001359234,56978.2782179401
-0.20943951023932,559502.973440842,56923.6883950753
-0.205948851735331,560948.524996831,56869.1235293218
-0.202458193231342,562398.639306864,56814.5837432913
-0.198967534727354,563851.163751986,56760.068718923
-0.195476876223365,565300.789366014,56705.5778083446
-0.191986217719376,566755.986211388,56651.1118179435
-0.188495559215388,568218.71834409,56596.6708628356
-0.185004900711399,569690.103384999,56542.2549671783
-0.18151424220741,571166.402747807,56487.8636433988
-0.178023583703422,572646.811918682,56433.4967170254
-0.174532925199433,574132.866214418,56379.1542504244
-0.171042266695444,575624.157564783,56324.8361042758
-0.167551608191456,577119.705077154,56270.5420716656
-0.164060949687467,578619.543937869,56216.2720804052
-0.160570291183478,580125.217549672,56162.026183812
-0.15707963267949,581654.272855694,56107.8061055339
-0.153588974175501,583187.976673459,56053.6097939546
-0.150098315671512,584726.110596698,55999.4371262414
-0.146607657167524,586268.709634459,55945.2880047957
-0.143116998663535,587814.047606465,55891.162149332
-0.139626340159546,589365.194660083,55837.059774171
-0.136135681655558,590921.288667925,55782.9806850505
-0.132645023151569,592481.628387484,55728.9247049457
-0.12915436464758,594045.639624755,55674.8916684402
-0.125663706143592,595612.951686221,55620.8814304035
-0.122173047639603,597183.075732016,55566.8938327023
-0.118682389135614,598757.172223072,55512.9288843786
-0.115191730631626,600339.485183169,55458.9869065759
-0.111701072127637,601927.278064204,55405.067506171
-0.108210413623648,603518.63282831,55351.1703740342
-0.10471975511966,605112.74596658,55297.2953138695
-0.101229096615671,606709.635542338,55243.4421537845
-0.0977384381116825,608309.580966646,55189.6109772243
-0.0942477796076938,609913.899607254,55135.8016243342
-0.0907571211037051,611520.027259511,55082.0137755292
-0.0872664625997165,613128.718685137,55028.2473800922
-0.0837758040957278,614671.269706816,54974.4954365474
-0.0802851455917392,616136.440943987,54920.7567361157
-0.0767944870877505,617601.784538556,54867.0389304661
-0.0733038285837618,619072.8014103,54813.3424426998
-0.0698131700797732,620539.179803026,54759.6661062647
-0.0663225115757845,622005.606238135,54706.0102697157
-0.0628318530717959,623473.594365584,54652.3749063381
-0.0593411945678072,624941.125728496,54598.7597603104
-0.0558505360638186,626409.187939058,54545.1647042653
-0.0523598775598299,627872.211072917,54491.5890953462
-0.0488692190558412,629332.04871456,54438.0329636935
-0.0453785605518526,630790.059589069,54384.4962947819
-0.0418879020478639,632245.56377804,54330.9788744008
-0.0383972435438753,633699.805915434,54277.4806707392
-0.0349065850398866,636446.508700164,54224.1275196679
-0.0314159265358979,637973.561568789,54170.6743583719
-0.0279252680319093,639223.238480499,54117.2130988741
-0.0244346095279206,640471.072341047,54063.7704382451
-0.020943951023932,641719.449536959,54010.3464350773
-0.0174532925199433,643161.742542968,53956.9595474468
-0.0139626340159546,644795.272433468,53903.6092231309
-0.010471975511966,646416.077073664,53850.2755807735
-0.00698131700797733,648010.972498975,53796.9571811397
-0.00349065850398866,649607.101426663,53743.6564343105
0,651206.232220372,53690.373309244
0.00349065850398865,652892.152910356,53637.1155678365
0.00698131700797731,654661.657409877,53583.882639182
0.010471975511966,656409.077267579,53530.6642515782
0.0139626340159546,658000.671320122,53477.4475358293
0.0174532925199433,659594.814638795,53424.2473120917
0.020943951023932,661186.721693249,53371.0628812399
0.0244346095279206,662778.492050411,53317.8941957136
0.0279252680319093,664371.024431718,53264.7410858341
0.0314159265358979,665964.352270938,53211.6032869162
0.0349065850398866,667562.713738932,53158.4809133223
0.0383972435438752,669163.005049204,53105.3734016888
0.0418879020478639,670771.577453239,53052.2810286606
0.0453785605518526,672385.309255434,52999.2032531925
0.0488692190558412,673995.879447395,52946.138817231
0.0523598775598299,675607.083167132,52893.0879538229
0.0558505360638185,677223.295542581,52840.0505961067
0.0593411945678072,678840.976917065,52787.026060484
0.0628318530717959,680459.539429416,52734.0139568668
0.0663225115757845,682079.400486617,52681.0139249345
0.0698131700797732,683781.844711561,52628.0328332966
0.0733038285837618,685492.883894732,52575.063673792
0.0767944870877505,687204.953849774,52522.1051683253
0.0802851455917392,688922.107906642,52469.1572196914
0.0837758040957278,690574.965381225,52416.2130450072
0.0872664625997165,692199.8621994,52363.2756085961
