U,theta_0,theta_diff,theta_1c,theta_1s,theta,phi,v_i1,v_i2,v_iprop,Prop_theta_0,Prop_isEnable,delta_e,delta_r,theta_1c_diff,theta_1s_diff,v_01,v_02,beta_01,beta_1c1,beta_1s1,beta_02,beta_1c2,beta_1s2,power_total_LowerRotor,power_total_UpperRotor,power_total_Prop,power_total,T_prop
55,0.234627857688321,0.00500800150457527,0.00504509657904879,-0.0567394505310755,0.0323795163366801,0.00217446160250986,2.31251105555484,2.97760442054317,7.50161768533342,0.777613952607793,1,0,0,0,0,3.53727033629827,3.18017474199459,0.0162453417029888,-0.00143401057237079,-0.0154301947025488,0.0212338203711355,-0.0118164629969558,-0.0185200746501789,223251.093717501,276051.952054285,11904.3024991341,548551.341662252,2986.8751835654
56,0.234953493242634,0.00514995328785001,0.00519607462115926,-0.0574600072913253,0.0314189715971373,0.0022173478348478,2.27187152362708,2.93094627163404,7.61271268876933,0.785113955377403,1,0,0,0,0,3.42981823091038,3.1046193434808,0.0162403397444744,-0.00128856373649022,-0.0150026310496963,0.0212761782898885,-0.0121017534455828,-0.0182808620218967,222839.020207041,275233.08945936,11904.2336014628,549118.447183237,3085.00569500189
57,0.235347846353645,0.00528097488190731,0.00534429632999933,-0.0582205785214478,0.0304480343009433,0.00226162548594002,2.23314428374262,2.88547143330598,7.72268178079159,0.792468830525938,1,0,0,0,0,3.32809975968468,3.03445176717029,0.0162402402300439,-0.00114970150789326,-0.0145958390984331,0.0213159604233983,-0.0123838851301441,-0.0180622439688108,222529.574698459,274458.034681597,11904.1588546643,549875.912274558,3184.18999454817
58,0.23580858754116,0.00540108976537991,0.00548587844233926,-0.0590204683513051,0.0294626755019801,0.00230475720324209,2.19619424028998,2.84116848833962,7.8312074425502,0.799739255571443,1,0,0,0,0,3.23175999308995,2.96903395088017,0.0162446808521746,-0.00101951568246067,-0.0142112180345698,0.0213534724866257,-0.0126604339863008,-0.0178596169758955,222315.709262777,273729.450446444,11904.0783204348,550815.350559495,3284.25307633982
59,0.236337767734204,0.0055123502526427,0.00562932405958715,-0.0598603319979664,0.0284577468394788,0.00235243119912565,2.16082312366617,2.79810145684321,7.93794653327859,0.806961034412861,1,0,0,0,0,3.14042079416367,2.90789601378954,0.0162527728919485,-0.000892978069331185,-0.0138421703249243,0.0213897011465249,-0.0129364326586274,-0.0176764240644901,222185.876118866,273056.679181057,11903.9907398383,551929.760542876,3384.99739055031
60,0.236936382916865,0.00561469804029094,0.00577478667750447,-0.0607406883808528,0.0274267240458148,0.00240500713889019,2.12693662959462,2.75623736770248,8.04233162730231,0.81420173518526,1,0,0,0,0,3.05378230053387,2.85055765620194,0.0162643694963554,-0.000770244731193053,-0.0134874650264242,0.0214248548258832,-0.0132115928752888,-0.0175111310182245,222135.632096433,272440.162400038,11903.8955267398,553207.066016914,3486.10657676296
61,0.237606019176516,0.00570738299091334,0.00592154506731118,-0.0616623611886572,0.0263624796194752,0.00246243383035399,2.09448035431933,2.71551168723068,8.143738474462,0.821342972340946,1,0,0,0,0,2.9715868326976,2.79657549927,0.0162796179646748,-0.00065232573371094,-0.0131463973408454,0.0214588711625726,-0.0134847974473472,-0.0173619218642129,222163.2028769,271877.308134924,11903.7921944755,554633.25998846,3587.2190303745
62,0.238348468791256,0.00578956727037023,0.00606938189903323,-0.0626263971099427,0.0252590258807604,0.00252507301571981,2.0634123438155,2.67585521622739,8.24170270830099,0.828306823683095,1,0,0,0,0,2.89360105410059,2.74555790688688,0.0162987447863361,-0.000540045417485217,-0.0128179958950385,0.0214916186964334,-0.0137550870224451,-0.0172275506878657,222267.578689312,271364.907623961,11903.6805310874,556195.637047116,3688.03422599897
63,0.239166665475292,0.00585958557956471,0.00621755761566039,-0.0636342252563191,0.0241086051897302,0.00259318933560781,2.03373086818548,2.63716735452081,8.33558439658489,0.8352661007302,1,0,0,0,0,2.81963530240623,2.69713047201436,0.0163223202052339,-0.00043513271472371,-0.0125014633457194,0.0215226741571113,-0.0140207972613051,-0.0171066448004455,222450.481029108,270896.729371225,11903.560310343,557878.161875556,3788.14882389517
64,0.240065642755873,0.00591450158367833,0.00636482355706685,-0.0646879291799456,0.0228997607976584,0.00266712124225923,2.00548914929354,2.59930251171839,8.42437300094926,0.84225469711484,1,0,0,0,0,2.74955557166336,2.65091503894927,0.0163514288531904,-0.000340617426838905,-0.012196005941484,0.0215511935121352,-0.0142793109420017,-0.0169977158155358,222717.430611415,270462.284315312,11903.431100418,559658.339293096,3886.94986178084
65,0.241053682248327,0.0059492468420137,0.00650855194375805,-0.0657905891407832,0.0216146894353774,0.00274695703687856,1.97882552523947,2.56204175189478,8.50642546710396,0.849159538625467,1,0,0,0,0,2.68330761494232,2.6064953390682,0.0163879932251821,-0.000261985804530486,-0.0119011485816519,0.0215756418009931,-0.0145261002354844,-0.0168986512251046,223079.92302221,270044.246416458,11903.2921388978,561502.536733859,3983.46458449434
66,0.242145128319238,0.00595514154522836,0.00664402795074239,-0.06694715482474,0.0202235548418371,0.00283255474129608,1.95401641276745,2.52504434080373,8.57890821769341,0.855881054398919,1,0,0,0,0,2.62096035673571,2.56336368126698,0.0164353521853215,-0.000208824131581697,-0.0116167192509142,0.021593339639007,-0.0147534914513779,-0.0168063498125928,223559.273335648,269614.060287889,11903.1419591561,563356.466973435,4076.042478373
67,0.243367001415582,0.00591672233378638,0.00676298358610328,-0.0681665185014098,0.0186712791485866,0.00292362568129227,1.93159236270147,2.48774290884557,8.63650622762841,0.862373648064111,1,0,0,0,0,2.56280117072971,2.52081272813801,0.0164995177725578,-0.000198328863708407,-0.0113427665645549,0.0215995005082506,-0.0149480928201094,-0.0167159608655794,224195.070273614,269122.478714471,11902.9775804904,565123.642428722,4161.62138174966
