U,theta_0,theta_diff,theta_1c,theta_1s,theta,phi,v_i1,v_i2,v_iprop,Prop_theta_0,Prop_isEnable,delta_e,delta_r,theta_1c_diff,theta_1s_diff,v_01,v_02,beta_01,beta_1c1,beta_1s1,beta_02,beta_1c2,beta_1s2,power_total_LowerRotor,power_total_UpperRotor,power_total_Prop,power_total
71,0.301140171523687,-0.000663703370862572,0.000322562586471303,-0.0599148635531238,-0.145044060942864,-0.000219092784902531,1.85463548754976,1.89480827553719,1,0,0,0,0,0,0,2.28627808463673,1.91686837046072,0.0212694579153942,-0.0297910539266288,-0.000629520374169427,0.0216840388288851,-0.0294624049140728,-0.000262752062392687,274690.909192538,278127.426600678,11986.6052394486,564804.941032665
72,0.305362666662735,-0.00067180431785647,0.000263807199084075,-0.0608685525345078,-0.151545886339048,-0.000264294485367223,1.84112113792717,1.87678596880483,1,0,0,0,0,0,0,2.25361418734159,1.89618871075388,0.0214570556263595,-0.031309193344304,0.000147822442761448,0.0218261697662762,-0.0309026733700667,0.000551149174652866,276180.035927959,279240.035246782,11996.8647318293,567416.935906571
73,0.309721449357583,-0.000678639522114693,0.000202363183978112,-0.0619338180819236,-0.158185846405742,-0.000311491306452733,1.82689381547999,1.85833455358446,1,0,0,0,0,0,0,2.22108215875149,1.87541041311746,0.0216332757397654,-0.0327978466322921,0.000907150164442278,0.0219588643163129,-0.0323118452053207,0.00135215570210147,277603.568464092,280306.403277754,12008.1200315919,569918.091773438
74,0.314214466720959,-0.000684052247607815,0.000138254200263081,-0.06317047815071,-0.164927142885583,-0.000360348514739625,1.81151444061833,1.83899811915599,1,0,0,0,0,0,0,2.18810645689054,1.85403111339593,0.0217924561787418,-0.0342059264773097,0.00162423644153577,0.0220764146257112,-0.0336391048072679,0.0021159190821533,278921.627905964,281285.575179946,12020.392549809,572227.595635719
75,0.318839528861519,-0.00068781489492692,7.17412458307046e-05,-0.0646451593562216,-0.171726287967138,-0.000410381368361373,1.79453567746628,1.8183190671651,1,0,0,0,0,0,0,2.15411533219899,1.8315537464297,0.0219285580112041,-0.0354766536503673,0.00227218683198968,0.0221728060634299,-0.0348282793835816,0.00281511087542477,280093.077995754,282136.126728352,12033.6832778273,574262.888001933
76,0.323619691511733,-0.000689601478654078,3.95099359958559e-06,-0.0664539641699853,-0.178502334345125,-0.000460619260240467,1.77642034446382,1.7967923894512,1,0,0,0,0,0,0,2.11963292109022,1.80844490709081,0.022046831339012,-0.0365529626290148,0.00281566677264561,0.0222538077968768,-0.0358240595890481,0.00341315925173544,281158.074920607,282902.758130354,12047.9187965066,576108.751847468
77,0.328644876629616,-0.000689195460273573,-6.21870923968729e-05,-0.068748191536032,-0.185090467214715,-0.000509232399875023,1.76012984904847,1.77748910247176,1,0,0,0,0,0,0,2.08812449869925,1.78776251510842,0.022184949364247,-0.0373986930296011,0.00320696898141678,0.0223585348694486,-0.0365940497883929,0.00385949995079713,282381.987573231,283863.904200891,12062.8515448318,578308.743318954
78,0.333863521034207,-0.000688271208669354,-0.000129543586958371,-0.0712149359404012,-0.191791542239374,-0.000560140352206972,1.74418134022614,1.75875349801035,1,0,0,0,0,0,0,2.05780415486306,1.76782248772071,0.0223243132398669,-0.038203763463184,0.00356777658145775,0.0224663687433437,-0.0373228825786886,0.00427858078041799,283633.970108814,284871.709556656,12079.0059323868,580584.685597856
79,0.339280250027622,-0.000687300205203153,-0.000198770789041246,-0.0737985236287068,-0.198669453352267,-0.000614268128307181,1.72855345331136,1.74052388673938,1,0,0,0,0,0,0,2.02860949628796,1.74854149686231,0.0224648585112513,-0.0390101155048093,0.00392197283566255,0.0225768221691556,-0.0380512597251851,0.00469496006475586,284913.028753512,285921.685156767,12096.5793933757,582931.293303654
80,0.344904423873122,-0.000686451495900101,-0.00027006545754168,-0.0765045969950298,-0.205735590494325,-0.00067181397819199,1.71323359289955,1.72276665650995,1,0,0,0,0,0,0,2.00048285451658,1.72986597683869,0.0226066864991839,-0.0398167595990934,0.0042692188049583,0.0226898098680811,-0.0387778018887263,0.00510842612911862,286218.812402111,287011.732930555,12115.6951410534,585346.240473719
81,0.350746346420804,-0.000685884908115381,-0.000343632789630953,-0.0793392566354257,-0.213002570422922,-0.000732985193940905,1.69820873144241,1.70544925527786,1,0,0,0,0,0,0,1.97336959384396,1.71174610205201,0.0227498978030051,-0.0406225852138641,0.00460911670360042,0.0228052519614994,-0.0395010077261689,0.00551870955318289,287550.892030605,288139.791880524,12136.4894055074,587827.173316636
82,0.356817371594308,-0.000685752031056765,-0.00041968641111141,-0.0823091056220837,-0.220484389278247,-0.000797998062335156,1.68346532910615,1.68854001793675,1,0,0,0,0,0,0,1.94721782450073,1.69413525015696,0.0228945924375908,-0.0414263461222434,0.00494120688406258,0.0229230739821779,-0.040219239968833,0.00592547953486111,288908.753979872,289303.825026663,12159.1132610735,590371.692267608
83,0.363130023522931,-0.000686197301730724,-0.000498448503555265,-0.0854212972943131,-0.228196596399345,-0.000867077628091411,1.66898924771356,1.67200798291982,1,0,0,0,0,0,0,1.92197813733084,1.67698950544252,0.0230408700336105,-0.0422266439582173,0.00526496428843778,0.0230432067851118,-0.0409307096311143,0.00632833953608127,290291.792526488,290501.805203354,12183.7347629476,592977.33249279
84,0.369698131575497,-0.000687359175249323,-0.000580150041397409,-0.0886835861099213,-0.236156492339523,-0.000940457205030463,1.65476565506464,1.65582269803378,1,0,0,0,0,0,0,1.89760335628982,1.66026719492577,0.0231888300692894,-0.0430219097979611,0.00557979439033684,0.023165586360776,-0.041633458201853,0.00672682218021017,291699.301404148,291731.699664507,12210.5414502231,595641.542518878
85,0.376536981410336,-0.000689371364956588,-0.000665031107608227,-0.0921043806756179,-0.244383354234796,-0.00101837754880418,1.64077891600635,1.63995401444331,1,0,0,0,0,0,0,1.87404830553812,1.64392845010241,0.0233385720991815,-0.0438103835244347,0.00588502867698332,0.0232901535451639,-0.0423253376848721,0.00712038338210216,293130.463941433,292991.453408404,12239.7432830461,598361.660632883
86,0.383663482818249,-0.00069236414304484,-0.000753341248994625,-0.0956927974355138,-0.252898691752961,-0.00110108557348398,1.62701246660956,1.62437186728433,1,0,0,0,0,0,0,1.85126958835431,1.6279347877234,0.0234901959398293,-0.0445900907575284,0.00617991976276188,0.0234168536112518,-0.0430039883944839,0.00750839571501415,294584.341477829,294278.971100593,12271.5760933398,601134.888671762
87,0.391096354486464,-0.00069646569609081,-0.000845339820429749,-0.0994587125464602,-0.261726536680986,-0.00118883245302367,1.61344866775047,1.6090460410848,1,0,0,0,0,0,0,1.82922537558732,1.61224870341525,0.0236438017628211,-0.0453588171897681,0.00646363629029897,0.0235456357147707,-0.043666814491809,0.00789014106048139,296059.859713862,295592.097454862,12306.3056412912,603958.262810015
88,0.398856324676509,-0.000701803531997998,-0.000941296249840733,-0.103412808071128,-0.270893768613262,-0.00128187089438115,1.60006863434886,1.59394591807787,1,0,0,0,0,0,0,1.80787520196403,1.59683327251829,0.0237994900314557,-0.0461140802791531,0.00673525787397308,0.023676452152507,-0.0443109573912913,0.00826480265758796,297555.792649527,296928.595936027,12344.232382671,606828.620968225
89,0.406966344926181,-0.000708505934694046,-0.00104149013048183,-0.107566606581912,-0.280430477897406,-0.00138045129832865,1.58685203658864,1.57904020772008,1,0,0,0,0,0,0,1.78717976935985,1.58165175331593,0.0239573611964607,-0.0468530984479183,0.00699377048888104,0.0238092573726914,-0.0449332674079959,0.00863145678153203,299070.743778343,298286.125686142,12385.6970634228,609742.566527908
90,0.415451810869793,-0.000716703459822863,-0.00114621101109857,-0.111932485323804,-0.290370364536325,-0.00148481643266966,1.57377686980504,1.5642966564672,1,0,0,0,0,0,0,1.76710075725856,1.56666718907512,0.0241175150369086,-0.0475727582668219,0.00723806292735602,0.0239440066530326,-0.0455302744056894,0.00898906445943396,300603.124249574,299662.216667131,12431.0872647244,612696.428181429
91,0.424340779561439,-0.000726530457349865,-0.00125575770448945,-0.116523656870034,-0.300751167463,-0.00159519412677207,1.56081919063584,1.54968173841728,1,0,0,0,0,0,0,1.74760064227277,1.55184200733252,0.0242800494921375,-0.0482695806400606,0.00746692526501797,0.0240806543310791,-0.0460981588168646,0.00933646390487726,302151.12781598,301054.24318843,12480.8450184789,615686.216022889
92,0.433664165487612,-0.000738126593649056,-0.00137043686640361,-0.121354097245654,-0.31161511149513,-0.00171178735343216,1.54795281893257,1.53516033027247,1,0,0,0,0,0,0,1.72864253105443,1.53713761812557,0.024445058776206,-0.0489396878493707,0.00767905073914421,0.0242191514323205,-0.0466327253434668,0.00967236476522538,303712.70259254,302459.396294032,12535.475590774,618707.574477346
93,0.443455886676022,-0.000751638323636853,-0.00149056050506778,-0.12643839420515,-0.323009347884041,-0.00183476089549667,1.53514900848062,1.52069537890373,1,0,0,0,0,0,0,1.71019001460746,1.52251401810084,0.0246126304954541,-0.0495787746128108,0.0078730430950241,0.0243594424927109,-0.0471293830551434,0.0099953458864024,305285.520030385,303874.655987948,12595.557474219,621755.733492552
94,0.453752916524893,-0.000767220229357976,-0.00161644196313548,-0.131791477081528,-0.334986346661156,-0.00196422361082609,1.52237609580326,1.50624757764295,1,0,0,0,0,0,0,1.69220705748267,1.50792941566483,0.0247828414006081,-0.050182088260132,0.00804743236076041,0.0245014613145261,-0.0475831376684747,0.0103038591843294,306866.942161279,305296.765077303,12661.7535154149,624825.460753996
95,0.464595174507365,-0.000785036090780229,-0.00174838976824418,-0.137428174823766,-0.34760417228341,-0.00210020513866317,1.50959914670579,1.49177507966988,1,0,0,0,0,0,0,1.67465794331101,1.49333990498064,0.0249557512998289,-0.0507444259667862,0.00820070322569359,0.0246451253315367,-0.0479886047395099,0.0105962434579313,308453.989237322,306722.207638291,12734.8228948115,627911.019770424
96,0.476025158118905,-0.000805259482863282,-0.00188669858434683,-0.143362530433192,-0.360926535241465,-0.00224262579521624,1.49677963677664,1.47723329525899,1,0,0,0,0,0,0,1.65750730943694,1.47869923541989,0.0251313945489752,-0.0512601609845818,0.00833134175099268,0.0247903282024143,-0.048340056551461,0.0108707536649665,310043.311575028,308147.196920144,12815.6333204599,631006.141815632
97,0.488087178606178,-0.000828073597371168,-0.00203163634125107,-0.149606779195729,-0.375022458433519,-0.00239125850499481,1.48387522728657,1.46257484605631,1,0,0,0,0,0,0,1.64072031874921,1.46395874990507,0.0253097684479154,-0.0517233151433143,0.00843790797238791,0.0249369302242643,-0.0486315207315334,0.0111256133299267,311631.171948161,309567.680052557,12905.172225217,634104.024225935
98,0.500826016178306,-0.000853669871252894,-0.00218342653766515,-0.156169878823634,-0.389965327507235,-0.0025456821131797,1.47083973421958,1.44774978512934,1,0,0,0,0,0,0,1.62426303618814,1.44906760157284,0.0254908178651602,-0.0521277014581078,0.00851914379935497,0.0250847462077622,-0.0488569548275,0.0113591002183977,313213.448475835,310979.370284774,13004.5548901591,637197.373650768
99,0.51428476484531,-0.000882244882378955,-0.00234222482608334,-0.163055470924736,-0.405831014566712,-0.00270522664462848,1.45762343634447,1.43270623492511,1,0,0,0,0,0,0,1.60810309900018,1.43397340196674,0.0256744155939526,-0.0524671676021571,0.00857412680814588,0.0252335306614864,-0.0490105271369657,0.0115696776863616,314785.672661815,312377.821463828,13115.0261966541,640278.520322296
100,0.528501612875759,-0.000913994891248409,-0.00250808950237036,-0.170259172434,-0.422694693723648,-0.00286891344838949,1.44417392425705,1.41739163913494,1,0,0,0,0,0,0,1.59221078787354,1.41862349811109,0.0258603384820588,-0.0527359759470497,0.00860247973289435,0.0253829606163817,-0.0490870373728733,0.0117561850139961,316343.122591595,313758.563254283,13237.9511681992,643339.637014077
