U,theta_0,theta_diff,theta_1c,theta_1s,theta,phi,v_i1,v_i2,Prop_theta_0,Prop_isEnable,delta_e,delta_r,theta_1c_diff,theta_1s_diff,v_01,v_02,beta_01,beta_1c1,beta_1s1,beta_02,beta_1c2,beta_1s2,power_total_LowerRotor,power_total_UpperRotor,power_total_Prop,power_total
0,0.287973514677115,-0.0106804933349577,-0.00163405938185992,0.00593690253044832,0.0472332957225304,-0.000820299045230456,5.21076932705985,10.0961035231337,0,0,0,0,0,0,18.8405092863893,13.5352114294369,0.016345190326353,-0.00511143686164189,0.00139359310896562,0.0221369807204792,-0.00511143686164189,0.00139359310896562,307540.627656858,592484.513927555,12033.8254085925,912058.966993006
1,0.287403752093658,-0.0104304037678592,-0.000119054054935317,0.00417491720030093,0.0478799355591062,-0.000891774761887183,5.25633013876009,10.0682882173403,0,0,0,0,0,0,18.7020827576864,13.5034908897466,0.0163775788796477,-0.00521560180618754,0.000331153814069105,0.0220854803251723,-0.00519630713831814,0.00028529045632191,309520.008125205,590297.535548635,12034.6393782713,911852.183052111
2,0.286550407402521,-0.0101332411928861,0.00124149670727371,0.00235742336711497,0.0485531525367475,-0.000943505042607954,5.3020448022069,10.0145353507554,0,0,0,0,0,0,18.5125464603191,13.4346695482695,0.0164043864238107,-0.005331495777612,-0.000867388375416826,0.0220302718249665,-0.00529177083092403,-0.000948755647318134,311538.258498106,586990.758756866,12037.0812873079,910566.09854228
3,0.285429136830288,-0.00979377340030994,0.00233810011739357,0.000443362888035336,0.0493033849035972,-0.000966213331039563,5.34649379444122,9.9346442449883,0,0,0,0,0,0,18.2749296396824,13.3301154071336,0.016425605284536,-0.00546729429981016,-0.00229517821638647,0.0219718794935409,-0.00540336323031663,-0.00239444680934326,313545.519295603,582569.227101743,12041.1511357022,908155.897533048
4,0.28405809504671,-0.00941676761855041,0.00307152026252302,-0.00160446998979961,0.0501705469466376,-0.000952079378752682,5.38801020672017,9.82875967580247,0,0,0,0,0,0,17.9926158498552,13.1915429528527,0.0164412459588276,-0.00562956635666398,-0.00403514131564456,0.0219108776861894,-0.00553531368144073,-0.0041283342156497,315483.021815395,577053.222218103,12046.8489234542,904583.092956953
5,0.282458029847834,-0.00900679931146866,0.003357234456791,-0.00381755796632923,0.0511807093136604,-0.000894937322909778,5.42474549339945,9.69735209481459,0,0,0,0,0,0,17.6692688995805,13.0210551803126,0.0164514209671805,-0.00582271022348625,-0.00615572317623074,0.0218478067602478,-0.00569013894967672,-0.00621361931135058,317286.128922674,570475.350446879,12054.1746505639,899815.654020116
6,0.280652428174114,-0.00856813817459216,0.00313016115140821,-0.00621953184866032,0.0523433285107054,-0.00079050569561082,5.45474936565015,9.54120156830061,0,0,0,0,0,0,17.3087758978711,12.8211784709478,0.0164564311604196,-0.00604848263147653,-0.00870634185151841,0.0217830918287907,-0.00586832985831702,-0.00869587699847195,318887.924603858,562878.020583695,12063.1283170313,893829.073504584
7,0.278667697157055,-0.00810473212679036,0.00234949940768276,-0.00882383778372365,0.0536492769530482,-0.000636684612631319,5.47606405950921,9.36139019360261,0,0,0,0,0,0,16.9152167523835,12.5948904206769,0.0164568511561694,-0.0063056653020544,-0.0117127127309566,0.0217169691117241,-0.00606816878519979,-0.0115986606170416,320223.280599,554311.680204059,12073.7099228565,886608.670725915
8,0.276533330808381,-0.00762029547193464,0.00100336654827342,-0.0116313443083563,0.0550699942603666,-0.000433941943579806,5.48683319512167,9.15930419117401,0,0,0,0,0,0,16.4928641130711,12.3456394877565,0.0164536090403245,-0.00658991991615307,-0.0151723715182812,0.0216494243004984,-0.006285718462701,-0.0149193073562016,321233.30237796,544833.99169854,12085.9194680394,878153.213544539
9,0.274280168554506,-0.00711874119845767,-0.000888286806782668,-0.0146285310007965,0.0565584134974587,-0.000185672686677965,5.48540264170758,8.93690601464187,0,0,0,0,0,0,16.0460395430898,12.0769733039939,0.0164478300707234,-0.00689394588991792,-0.019051871141954,0.0215803080944586,-0.00651506153174079,-0.0186263313317789,321867.075728361,534525.125604335,12099.7569525799,868491.958285275
10,0.271932341691773,-0.0066053349981044,-0.00327789489382323,-0.0177885632580191,0.0580532328863431,0.00010220659885886,5.47034026391868,8.69771935625174,0,0,0,0,0,0,15.5783798037585,11.7908742922586,0.0164398689949448,-0.00720823729913951,-0.0232907449056152,0.0215100498930257,-0.00674895417616813,-0.0226630945083407,322072.610787347,523546.815227467,12115.2223764782,857734.648391292
11,0.269512240277397,-0.00608574267622558,-0.00609321234186173,-0.0210724343208504,0.059483816778963,0.000421769457565614,5.44058107132927,8.44566919059567,0,0,0,0,0,0,15.0933194335533,11.4888627537753,0.0164298819711927,-0.00752184929956736,-0.0278045246142231,0.0214392742614593,-0.00697942544467879,-0.0269505429479297,321807.293360038,512080.583659336,12132.3157397342,846020.192759108
12,0.26704290270613,-0.00556558355308103,-0.00924174492145352,-0.0244309431697853,0.060776102949559,0.000763563747562432,5.39554105835812,8.18454386484177,0,0,0,0,0,0,14.5943697640128,11.1725710207808,0.0164181043540956,-0.00782331833626066,-0.0324894430180179,0.021368617079993,-0.00719849637218439,-0.0313915746421557,321044.581884635,500299.361058744,12151.037042348,833494.979985727
13,0.264547593338217,-0.00505035269961732,-0.0126180465954388,-0.0278081389144419,0.0618593266195849,0.00111733152987137,5.33517449600957,7.91793122327655,0,0,0,0,0,0,14.0851385724823,10.843747790577,0.0164047867520994,-0.00810171928880165,-0.0372301137514121,0.0212987766846218,-0.00739897073560069,-0.0358782110709488,319775.590621665,488365.658885109,12171.3862843194,820312.635791093
