U,theta_0,theta_diff,theta_1c,theta_1s,theta,phi,v_i1,v_i2,v_iprop,Prop_theta_0,Prop_isEnable,delta_e,delta_r,theta_1c_diff,theta_1s_diff,v_01,v_02,beta_01,beta_1c1,beta_1s1,beta_02,beta_1c2,beta_1s2,power_total_LowerRotor,power_total_UpperRotor,power_total_Prop,power_total,T_prop
70,0.249702233341021,0.00263978698279806,0.0044545149178614,-0.0756839919624955,0.00353778393442512,0.00237900746365161,1.87725618084406,2.16018763073663,5.90995050998776,0.846145170363626,1,0,0,0,0,2.36370572185331,2.18166268527698,0.0168536876229895,-0.000588936811860698,-0.0127630599464319,0.0195480277898447,-0.00886377284284415,-0.0164143253168292,226987.070515893,248790.806292016,11902.0867910047,515833.354688079,2858.23618543691
71,0.251052622212495,0.0025678746713786,0.00452382423231957,-0.0769824672182792,0.00212250229053857,0.00245345856196041,1.85619929434652,2.1266307286278,5.97867245388544,0.852643830401846,1,0,0,0,0,2.31626888237841,2.14517415090681,0.01690917798222,-0.000665789261639016,-0.0125293527297241,0.0195212369323279,-0.00897384476745226,-0.0163310113615456,227683.883026875,248535.968997208,11902.0819385893,517339.607483536,2932.19004494866
72,0.252458876446487,0.00249611134689489,0.0045964134545765,-0.078309579373451,0.000685052403989117,0.00253203248401339,1.83571921555359,2.09415097260856,6.04712331367082,0.859112926485578,1,0,0,0,0,2.27096180213421,2.11016679295839,0.0169650371748957,-0.000750685193907324,-0.0122965461887673,0.019496287775428,-0.00909230116999331,-0.0162519538931905,228415.037204309,248353.719696357,11902.0957309027,518976.367140093,3006.93527996284
73,0.25392077952857,0.00242457285375147,0.00467177661647814,-0.0796652764975456,-0.000775119984355745,0.00261434069932351,1.81579535660051,2.062707471878,6.11531324959335,0.86552261642804,1,0,0,0,0,2.22766533392297,2.07654350621809,0.0170212755931327,-0.000844012046962419,-0.0120644441318797,0.0194731957069228,-0.00921919433725846,-0.0161762735744145,229180.060336759,248242.015659319,11902.1307810267,520741.33950987,3082.47159048176
74,0.255438562256727,0.00235355032064118,0.00475046666495704,-0.0810496275653264,-0.00225860504846753,0.00270071497300297,1.79640146381733,2.0322693305607,6.1832526258897,0.87184376030852,1,0,0,0,0,2.18626298915188,2.04422503966357,0.0170778406364823,-0.000945522661876641,-0.0118321910855026,0.0194520617270169,-0.00935532303423579,-0.0161037506355999,229978.019243461,248199.56995146,11902.1899199542,522632.534269156,3158.79909543778
75,0.257012444006275,0.00228320559618389,0.00483273130266285,-0.0824627061770495,-0.00376603318308683,0.00279130090383916,1.7775170634189,2.00280282319673,6.25094779439722,0.878068917972868,1,0,0,0,0,2.14664918039819,2.01313613736264,0.0171347251382042,-0.001055206344007,-0.0115991392141116,0.0194329405649577,-0.00950124784472026,-0.0160340207557108,230808.347909457,248224.797090544,11902.2762101582,524647.991652354,3235.91599693615
76,0.258642465802395,0.00221347189892488,0.00491808620001653,-0.0839045459442068,-0.00529807681327044,0.00288576246214658,1.75913029986797,1.97426793813836,6.31840040998714,0.884252407379057,1,0,0,0,0,2.10873118899811,1.98320111095746,0.0171919987947777,-0.00117356282283252,-0.0113651189729999,0.0194158004003276,-0.00965696946870948,-0.0159663284213174,231671.061867032,248315.535730919,11902.392927164,526785.706246687,3313.81801758668
77,0.260328965221604,0.00214440010153036,0.00500666620134463,-0.0853752603165549,-0.00685545568251817,0.0029841916951268,1.74122641667901,1.94663097821208,6.38561173451246,0.890360329551254,1,0,0,0,0,2.07241972818228,1.95435554661412,0.0172496979153506,-0.00130073457776764,-0.0111295765092708,0.0194006582996597,-0.00982292548959407,-0.0159003072461396,232565.927385037,248470.090306169,11902.5436216628,529043.882570594,3392.50072389221
78,0.262072462482292,0.00207607069303906,0.00509887715808217,-0.0868750135097666,-0.00843893868452209,0.00308688002007288,1.72379065442951,1.91986121532145,6.45258191382588,0.896390506947877,1,0,0,0,0,2.03763073514719,1.92654227998825,0.0173078530477017,-0.00143672974360595,-0.010891793367366,0.0193875469900574,-0.00999974169467859,-0.0158357718363589,233492.672488788,248686.958128866,11902.7321500191,531420.864127276,3471.95909809795
79,0.263873215092316,0.00200831279663567,0.0051942096541261,-0.0884039042494797,-0.0100493482028529,0.00319350083411817,1.70681698207514,1.89392084033575,6.51930668811574,0.902434737300596,1,0,0,0,0,2.00429209152178,1.89970077200925,0.017366578158012,-0.00158217735881027,-0.0106516439196312,0.019376401885096,-0.0101873496876126,-0.0157720336992212,234451.629558208,248964.008497366,11902.9626081884,533914.912686445,3552.18552775654
80,0.265731748910755,0.00194106164197686,0.00529267948511688,-0.0899621018785253,-0.0116875665610113,0.00330409315498293,1.6902966085543,1.86877771874633,6.58578164621997,0.908481614728388,1,0,0,0,0,1.97233406166511,1.87377930029494,0.0174259568264183,-0.00173740467114395,-0.0104086743482276,0.0193672034609591,-0.0103860609437359,-0.0157087276256152,235442.899802131,249299.532937802,11903.2394451768,536524.470810526,3633.17220400692
81,0.26764885178498,0.00187433874400487,0.00539477431465317,-0.091549845385085,-0.0133545344225829,0.00341903514531422,1.67421872626787,1.8444045102418,6.65200273156806,0.914371998139463,1,0,0,0,0,1.94168946502365,1.84873364655331,0.0174860485248429,-0.00190247464061565,-0.010162133628643,0.0193599711065472,-0.0105965333918631,-0.0156457754650684,236466.406905857,249692.174372586,11903.5675210954,539248.151219669,3714.91144562736
82,0.269624920235591,0.00180787903603794,0.00549978753435933,-0.093167271125632,-0.0150512601632868,0.00353787350623452,1.65858183890774,1.82076549234022,6.71796119133424,0.920234221244318,1,0,0,0,0,1.91230273698089,1.82451356766829,0.0175470066279577,-0.00207823362478662,-0.00991204393100984,0.0193546095271674,-0.0108185270450026,-0.0155824320329673,237522.73469011,250139.85068868,11903.9519422558,542084.431078408,3797.39256415841
83,0.271660672671695,0.00174156022393682,0.0056076577027372,-0.0948145989041732,-0.0167788222129497,0.00366060481356958,1.64338047106356,1.79783163253968,6.78364922487679,0.926058999265464,1,0,0,0,0,1.88411873085762,1.80107750586194,0.0176089420860074,-0.0022651453677625,-0.00965801974789046,0.019351084059255,-0.0110522836528272,-0.0155183345705593,238612.151573714,250640.99145179,11904.3982825108,545031.983122848,3880.6052353201
84,0.273756930888488,0.00167526856647173,0.00571838996017624,-0.0964920748198424,-0.0185383725961376,0.00378727443206409,1.62860933352533,1.77557574440088,6.84905857268683,0.931901142262122,1,0,0,0,0,1.85708584386426,1.77838747843791,0.017671966000853,-0.00246365733156537,-0.00939963785589643,0.0193493664516865,-0.0112980975330176,-0.0154531687689754,239734.917878956,251194.142716809,11904.9125702843,548089.569592998,3964.53865350738
85,0.275914499992582,0.00160884187090591,0.00583176054266025,-0.0981999387919544,-0.0203311456450932,0.00391776211615343,1.61426496868241,1.75397042857146,6.91417949715143,0.937830706871879,1,0,0,0,0,1.83115715967878,1.75640678084583,0.0177362074062285,-0.0026743807180787,-0.00913662852034807,0.0193494105425226,-0.011556097985595,-0.0153864983741626,240891.41004678,251797.800421216,11905.501274369,551255.984081112,4049.18081713071
86,0.278134305685349,0.00154214371005339,0.00594764989261996,-0.0999384607659765,-0.0221584615047754,0.00405201794957429,1.6003435181279,1.73299058237255,6.97900203972976,0.943702143071851,1,0,0,0,0,1.80628835140551,1.73510228564669,0.0178017898278644,-0.00289788141748794,-0.00886866003219484,0.0193511834531094,-0.0118265019174838,-0.0153179527438511,242081.956790735,252450.61728151,11906.1713957737,554530.111080164,4134.51934432075
87,0.280417350568848,0.00147504358405519,0.0060659370823534,-0.101707929101527,-0.0240217258438378,0.00418998577513359,1.58684130352421,1.71261262046652,7.04351637715373,0.94950566361317,1,0,0,0,0,1.78243794885471,1.71444348678446,0.0178688373596666,-0.00313474307676094,-0.00859540714240923,0.0193546572495472,-0.0121095375838682,-0.015247164977425,243306.883495892,253151.340518634,11906.9304957573,557910.912490311,4220.54166601588
88,0.282764755630429,0.00140743053538307,0.00618657052393485,-0.10350866157369,-0.0259224465007759,0.00433165495017919,1.57375445257117,1.69281488360169,7.10771224001609,0.955338996673525,1,0,0,0,0,1.75956682457471,1.69440275520789,0.0179374707415873,-0.0033855258272105,-0.00831650329717427,0.0193598153822188,-0.0124055005212311,-0.0151738095539485,244566.485540949,253898.846746167,11907.786768686,561397.427169398,4307.23464571431
89,0.285177707320748,0.0013391938881332,0.00630945204883117,-0.105340991362103,-0.0278622295891145,0.00447697370886744,1.56107943509212,1.67357688915934,7.17157962234372,0.961200643040277,1,0,0,0,0,1.73763846441024,1.67495445844241,0.0180078130694362,-0.00365083315846726,-0.00803161703380113,0.0193666441430412,-0.0127146693531109,-0.0150975353137107,245861.069674344,254692.082060476,11908.7490676002,564988.76257169,4394.58504981857
90,0.287657466065243,0.00127022712216973,0.00643444198857317,-0.107205269273597,-0.0298427925993175,0.00462585039814354,1.54881294589483,1.65487940423473,7.2351083960447,0.967120974130647,1,0,0,0,0,1.71661870439439,1.65607492020033,0.0180799886382061,-0.00393130740552968,-0.00774044839948837,0.0193751344336245,-0.0130373130774604,-0.0150179663423516,247190.946676274,255530.069347242,11909.8269627614,568684.088691844,4482.57927383595
91,0.290205400041347,0.00120044088107255,0.00656142827936512,-0.109101873343785,-0.0318659673425877,0.00477820398327583,1.53695154715137,1.6367048305915,7.29828904168128,0.973041769388412,1,0,0,0,0,1.69647526731253,1.63774270756108,0.0181541190047672,-0.00422758790705117,-0.00744268338071596,0.0193852877909744,-0.0133737444264892,-0.0149347398435085,248556.405612044,256411.94105096,11911.0308264668,572482.656614419,4571.20385165668
92,0.292822996668745,0.00112976402222989,0.00669033780726321,-0.111031212574962,-0.0339337061009846,0.00493397281912024,1.52549165989289,1.61903718524053,7.36111299050862,0.979061873086841,1,0,0,0,0,1.67717761033813,1.61993852766761,0.0182303228817058,-0.0045403052714786,-0.00713798559965161,0.0193971173397792,-0.0137243298756776,-0.0148475112344917,249957.714157424,257336.93888923,11912.3719151114,576383.804943114,4660.44571273976
93,0.295511825500548,0.00105813076816202,0.00682104318011933,-0.112993717209461,-0.03604809198635,0.00509304201868016,1.51442991183015,1.60186159867618,7.42357233912428,0.985066094869462,1,0,0,0,0,1.65869709403441,1.60264465383416,0.0183087199563197,-0.00487013393393618,-0.00682605806029522,0.0194106419818637,-0.0140894238227032,-0.0147558997013559,251395.146001864,258304.374019778,11913.8624173812,580386.943753648,4750.29199586923
94,0.298273598522697,0.000985496661291597,0.00695347779627907,-0.114989856360806,-0.0382113430174591,0.00525533168443073,1.50376273474583,1.58516482705192,7.48566080988121,0.991013728194757,1,0,0,0,0,1.64100651321957,1.58584537521077,0.0183894265338084,-0.00521772778830867,-0.00650656581572313,0.0194258944309085,-0.0144694539943821,-0.0146595525987216,252868.951370281,259313.670251176,11915.515588502,584491.585785961,4840.73076859289
95,0.301110153509376,0.000911830828277699,0.00708758758837343,-0.117020134511268,-0.0404258177845641,0.0054207597366377,1.49348658427634,1.56893493963891,7.54737411979513,0.996914631177562,1,0,0,0,0,1.62408017526937,1.56952663068105,0.0184725579927185,-0.00558374812535022,-0.00617916766724112,0.0194429179772723,-0.0148648872506075,-0.0145581171607967,254379.374664158,260364.339716838,11917.3458343444,588697.348443658,4931.75133384712
96,0.304023459519618,0.000837115479956858,0.00722333174184141,-0.119085094356996,-0.0426940189868922,0.0055892421504615,1.48359796553116,1.55316126254517,7.60871072603147,1.00278325019033,1,0,0,0,0,1.6078938201489,1.55367590631768,0.0185582291358735,-0.00596886352518171,-0.00584351543620589,0.0194617666381325,-0.0152762308761976,-0.0144512403048907,255926.657448344,261455.979522865,11919.3688209257,593003.969503994,5023.34482592571
97,0.307015545003109,0.000761328943892862,0.00736050024934417,-0.12118529719705,-0.0450186292141882,0.00576054434253312,1.47409384256322,1.53783373599611,7.66966945471297,1.00862182119907,1,0,0,0,0,1.59242488515558,1.53828155288059,0.0186465586787572,-0.00637384685126394,-0.00549937696201048,0.0194824965163018,-0.0157039075317938,-0.0143384617790126,257511.070899151,262588.220044863,11921.6015045877,597411.249918411,5115.50258181482
98,0.310088661133133,0.000684483710968753,0.00749909264840569,-0.123321372118837,-0.0474024504589466,0.0059345847590401,1.46497072474245,1.52294422198283,7.7302567006694,1.01442769997955,1,0,0,0,0,1.57765161575414,1.52333405884557,0.0187376592739632,-0.00679936985545193,-0.00514638194271523,0.0195051856937362,-0.0161485192871098,-0.0142194340358779,259132.84682522,263760.833777009,11924.0624281622,601919.224914021,5208.22141996366
99,0.313245188071296,0.000606594824045058,0.00763903001110856,-0.125493990277473,-0.049848486227523,0.00611120415066536,1.45622548730729,1.50848539916677,7.79048032744398,1.02025076373298,1,0,0,0,0,1.56355371438983,1.50882491594081,0.0188316470221159,-0.00724616497233092,-0.00478421237842803,0.0195299192911693,-0.0166106501250973,-0.0140937525446629,260792.241687811,264973.645790328,11926.7717622653,606528.038377039,5301.49941089639
100,0.316488842010177,0.000527801561245359,0.00778233464690088,-0.127704220549212,-0.0523598838229309,0.00629199028272544,1.44785342212994,1.49445589640556,7.85036566978533,1.02606109268315,1,0,0,0,0,1.55011071061485,1.49475172704903,0.0189286297789455,-0.00771399340100152,-0.00441107808536174,0.0195568747095929,-0.017092364986878,-0.0139622104259946,262489.391488894,266226.962049672,11929.7531172662,611238.534976674,5395.3482096227
