U,theta_0,theta_diff,theta_1c,theta_1s,theta,phi,v_i1,v_i2,v_iprop,Prop_theta_0,Prop_isEnable,delta_e,delta_r,theta_1c_diff,theta_1s_diff,v_01,v_02,beta_01,beta_1c1,beta_1s1,beta_02,beta_1c2,beta_1s2,power_total_LowerRotor,power_total_UpperRotor,power_total_Prop,power_total,T_prop
56,0.236916641258453,0.00334301572138991,0.00368930562253111,-0.0606113027588562,0.0212771669016526,0.00174027626718822,2.26132438694541,2.75866531282978,4.89930852296736,0.750202477712965,1,0,0,0,0,3.35179548990108,2.93184770695716,0.0162192717564138,-0.00050333107579279,-0.0165686663105436,0.0200016824080048,-0.00782384439641407,-0.0184156581885248,222145.94823169,260280.029484872,11903.044974996,509850.326518918,1900.83602900031
57,0.237421122170284,0.00333927824339632,0.00374311626326103,-0.0614834852478885,0.0201261161078882,0.00176398619265453,2.2257921527024,2.70752907742572,4.97654932587546,0.757226418630475,1,0,0,0,0,3.2538225896945,2.8563117006886,0.0162449763847006,-0.00043400766522688,-0.0162331501542864,0.0199752604014034,-0.00789168188741903,-0.01819269090489,222056.481959645,259003.285850343,11902.9632717823,509260.630278066,1964.96381965292
58,0.237994881970039,0.00332340971559361,0.00379483289054941,-0.0623897779435153,0.0189588528642256,0.00179031974300158,2.19201035493568,2.65765418551465,5.052586507376,0.764218576863331,1,0,0,0,0,3.16129730794457,2.78554762947313,0.0162758982586381,-0.000378833931517942,-0.0159125049523265,0.019945786992525,-0.00795686368346884,-0.0179869478397538,222061.19862387,257782.895806485,11902.8796587244,508838.441843225,2029.6298707023
59,0.238635628273519,0.00329693739348941,0.00384510699203769,-0.0633292202131271,0.0177749361856134,0.00181952408333823,2.15980638584711,2.60907482530439,5.12757154731566,0.771194282914409,1,0,0,0,0,3.07384603609792,2.71906922522771,0.0163112820109748,-0.000337088889062703,-0.0156052472744963,0.019913979109701,-0.00802031630512486,-0.0177968120082981,222150.452687421,256625.119448164,11902.7948343128,508581.06551106,2094.87451623338
60,0.239341433199735,0.00326131626652259,0.00389471116675411,-0.0643009963415433,0.016573938014767,0.00185191943774928,2.1290280316257,2.56181282022856,5.20163448625755,0.778156904096359,1,0,0,0,0,2.99112130350033,2.65645830454267,0.0163504549721024,-0.000307979173434615,-0.0153098782109592,0.0198804826959834,-0.00808307695750281,-0.0176209479168919,222315.856709891,255534.955932656,11902.7095814769,508485.760975709,2160.73296061569
61,0.240110576337932,0.00321784653193005,0.00394414200483455,-0.0653043932141588,0.0153554549579693,0.00188764396762214,2.09954372844042,2.51587668744093,5.27488742684532,0.785101308077331,1,0,0,0,0,2.91280207983337,2.5973507905051,0.0163928407036362,-0.000290878718584859,-0.0150251381473992,0.0198458524831418,-0.00814602956675827,-0.0174580296327147,222550.305596919,254516.072770856,11902.6247974934,508549.702807167,2227.23608285611
62,0.240941581883986,0.00316772568576716,0.00399387482063551,-0.0663388021684904,0.0141190962882191,0.00192682368586469,2.07123801559881,2.47126594619837,5.34742717959498,0.792029850297794,1,0,0,0,0,2.83859094805566,2.54143003894098,0.0164379343054488,-0.000285187151526177,-0.0147498369502633,0.0198105791253155,-0.00821005700853981,-0.0173068749290282,222847.670155232,253571.181897433,11902.5414825928,508770.053284892,2294.41098586117
63,0.24183325125064,0.0031120991823886,0.00404456964412952,-0.0674037215618257,0.0128644781704337,0.00196970987982156,2.0440076250793,2.4279747787059,5.41933800939237,0.798936258535421,1,0,0,0,0,2.76821131720436,2.48842146876585,0.0164852794952027,-0.000290208906122395,-0.014482717596297,0.0197751143576132,-0.00827617308690409,-0.0171665501141957,223202.533993801,252702.360555824,11902.4607361944,509144.027452882,2362.28171914817
64,0.242784480390307,0.00305193745479849,0.00409652361648169,-0.0684987088845311,0.0115912182314632,0.00201632440415753,2.01776444655734,2.38598827977529,5.49069108923972,0.80583871354994,1,0,0,0,0,2.70140904124222,2.4380815006105,0.0165345004562458,-0.000305489296064766,-0.0142228050330536,0.0197398308117843,-0.00834515361798158,-0.0170360196063643,223610.412499921,251910.750501783,11902.3837899156,509668.794373263,2430.86856156495
65,0.243794357657149,0.00298813120656922,0.00415008467220596,-0.0696233994109826,0.010298930427924,0.00206673160846874,1.99243048184332,2.34528741672747,5.56154757638756,0.812724992040718,1,0,0,0,0,2.63794873384371,2.39019617790368,0.0165852679709467,-0.000330570077365614,-0.0139691351240878,0.0197050610757503,-0.00841780282829287,-0.0169143844915475,224067.411500977,251196.989135711,11902.3119920683,510341.579969874,2500.18902229787
66,0.2448622554926,0.00292158175300065,0.00420599847684373,-0.0707775250722798,0.00898722043504733,0.0021212676897307,1.96793346392651,2.30585333036394,5.63196107698776,0.819506077486031,1,0,0,0,0,2.57761020905529,2.34458023376897,0.0166372673971349,-0.000364774904904927,-0.0137205290597843,0.0196711347673947,-0.0084951920216871,-0.0168010770767311,224569.928210779,250561.581455339,11902.2468052799,511159.751593201,2570.25868245538
67,0.245987463644791,0.00285292334142851,0.00426425443164784,-0.0719608225111409,0.0076556834526653,0.00217978712944193,1.94421596090322,2.26765699947849,5.70197461602196,0.826226779691269,1,0,0,0,0,2.52019433990509,2.30106261425018,0.0166902817914129,-0.000407927505739187,-0.0134763293479277,0.0196382775886375,-0.00857786429648004,-0.0166951568666531,225115.305168396,250004.050157516,11902.1898559575,512120.587001775,2641.08942632343
68,0.247169419895315,0.00278271957143798,0.00432489976928489,-0.0731730851813648,0.00630389661417214,0.00224219526225907,1.92122727667371,2.23066763029651,5.771624301954,0.832923586817907,1,0,0,0,0,2.4655170507627,2.25949103816424,0.0167441289033578,-0.000459855647728244,-0.0132358728559322,0.0196066859926013,-0.00866638085172358,-0.0165957941888198,225701.270629757,249523.650088024,11902.1429061405,513221.451733208,2712.69088443072
69,0.248407711319747,0.00271147832184982,0.00438807375189543,-0.0744141613881288,0.00493141761818011,0.0023084717276251,1.89892227176246,2.19485356728617,5.84094049965515,0.839602306113968,1,0,0,0,0,2.41340791223784,2.21972984171178,0.0167986544145063,-0.000520369207106438,-0.0129984662297856,0.0195765343575588,-0.008761346075806,-0.0165022817181025,226325.86355734,249119.454458328,11902.1078634675,514459.814267602,2785.07079324589
