U,theta_0,theta_diff,theta_1c,theta_1s,theta,phi,v_i1,v_i2,v_iprop,Prop_theta_0,Prop_isEnable,delta_e,delta_r,theta_1c_diff,theta_1s_diff,v_01,v_02,beta_01,beta_1c1,beta_1s1,beta_02,beta_1c2,beta_1s2,power_total_LowerRotor,power_total_UpperRotor,power_total_Prop,power_total
56,0.239618017036248,0.000199128626925241,0.00103716972916718,-0.0518606221931183,-0.0278207420047019,0.000440372075744059,2.00592148228985,2.2018306365033,1,0,0,0,0,0,0,2.8815340373702,2.35860821488084,0.0173798527493795,-0.00566885668882958,-0.0141035791886555,0.0191272733787694,-0.00706309613880545,-0.0138227206456958,247809.867611496,262939.644788796,11904.0974067641,522653.609807056
57,0.241072412405763,0.00014653210722219,0.00100034480661604,-0.0528488732240369,-0.0305742542864695,0.000419763559176861,1.9781193820562,2.16030724620062,1,0,0,0,0,0,0,2.8037644066285,2.29549378754283,0.0174570485177751,-0.00589161568309476,-0.0137879531460979,0.0191092125976664,-0.00720575282828227,-0.013516479862274,248260.865793606,262342.966497565,11904.5933769859,522508.425668157
58,0.242616905872915,9.49395225327879e-05,0.000961820381325897,-0.0538748812431849,-0.0333665405042672,0.000398858136725033,1.95138749416016,2.12030189845908,1,0,0,0,0,0,0,2.73022021996453,2.23692891555673,0.0175365850493878,-0.00613059294503647,-0.0134831627307166,0.019093306070599,-0.00736088430851245,-0.0132206472816023,248771.118021932,261838.852462643,11905.1680055768,522515.138490152
59,0.244250071805789,4.50738485887821e-05,0.000922150331933414,-0.0549380948364549,-0.0361986767650255,0.000377800928307382,1.92561987237045,2.08180515161926,1,0,0,0,0,0,0,2.6605991435246,2.18246773480415,0.0176178983387302,-0.00638544247326623,-0.013187653976156,0.0190801377974024,-0.00752963244383563,-0.0129336227380847,249334.842648916,261429.009889682,11905.8290443653,522669.681582963
60,0.245970741756016,-2.49737386573904e-06,0.000881795644915882,-0.0560380717667847,-0.0390716748122483,0.000356700350170478,1.90072901221164,2.04479612147206,1,0,0,0,0,0,0,2.59462515629386,2.13171823771088,0.0177005443131005,-0.00665593261358869,-0.0129000057413238,0.0190701814694337,-0.00771304480890003,-0.0126539425064528,249947.456721125,261114.051186381,11906.5847712682,522968.092678774
61,0.247777977636509,-4.73456961209498e-05,0.000841136820806337,-0.0571744676147594,-0.0419864998375702,0.000335636398103858,1.87664282259707,2.00924509323425,1,0,0,0,0,0,0,2.53204645753186,2.08433450215247,0.0177841826175593,-0.00694193901812116,-0.0126189159251223,0.0190638159228945,-0.00791208065730131,-0.0123802639287845,250605.375958978,260893.725500524,11907.4440158663,523406.545475368
62,0.249671049129651,-8.91649417534587e-05,0.000800484436289676,-0.058347025931668,-0.0449440864090909,0.000314666886561394,1.85330204392926,1.97511570201474,1,0,0,0,0,0,0,2.4726334333037,2.04001028995028,0.0178685621003481,-0.00724343694876513,-0.0123431892726268,0.0190613390328143,-0.008127617822074,-0.0121113520134671,251305.844250928,260767.112749952,11908.4161871433,523981.373188023
63,0.251649414581706,-0.000127754585932576,0.000760088215366387,-0.0595555696430113,-0.0479453527772571,0.000293832106208146,1.83065805118428,1.94236674686233,1,0,0,0,0,0,0,2.41617671113137,1.99847373334384,0.0179535078567027,-0.00756049321717419,-0.0120717265343691,0.0190629801667182,-0.00836046021693202,-0.0118460676764471,252046.788306236,260732.785406908,11909.5113035358,524689.08501668
64,0.253712704810725,-0.000163003823171288,0.00072014487949447,-0.060799993502661,-0.0509912137900145,0.000273158268054292,1.80867098992902,1.91095369249171,1,0,0,0,0,0,0,2.36248532259381,1.9594828905907,0.0180389097107381,-0.00789325801420438,-0.0118035147895592,0.0190689113008951,-0.0086113456545397,-0.0115833573631558,252826.693947725,260788.942601592,11910.7400254735,525526.37657479
65,0.255860709385975,-0.000194876661219678,0.000680804983107404,-0.062080257445562,-0.0540825926258769,0.000252660025439079,1.78730820059127,1.88082990433093,1,0,0,0,0,0,0,2.31138498635609,1.9228220001803,0.0181247120279799,-0.00824195684141815,-0.011537618781311,0.0190792568935772,-0.00888095374524421,-0.0113222438421555,253644.50113423,260933.520524039,11912.1136906134,526490.135348882
66,0.258093365036405,-0.000223398256405723,0.000642178893006513,-0.0633963807231012,-0.0572204315340756,0.00023234230257461,1.76654289220118,1.85194765589162,1,0,0,0,0,0,0,2.26271651827332,1.88829830045005,0.0182109047583694,-0.00860688271718028,-0.0112731731400062,0.0190941026053505,-0.00916991368534287,-0.0110618180021476,254499.515251527,261164.282602759,11913.6443520073,527577.442206293
67,0.260410745921327,-0.000248642608463293,0.000604342034379712,-0.0647484367325455,-0.0604057017536996,0.000212201607673463,1.74635303167503,1.82425894211192,1,0,0,0,0,0,0,2.21633437064113,1.85573931021769,0.0182975156136033,-0.00898838879174315,-0.011009375392059,0.0191135029555677,-0.00947881178682104,-0.0108012315152066,255391.332550626,261478.892503418,11915.344819471,528785.569873515
68,0.262813055553967,-0.000270721657244752,0.000567339499765374,-0.066136548472318,-0.0636394127679628,0.00019222696784014,1.72672041881394,1.79771612789312,1,0,0,0,0,0,0,2.17210529915346,1.82499048833565,0.0183846032851659,-0.00938688147065622,-0.0107454796672997,0.0191374880029257,-0.0098081986395411,-0.010539690253098,256319.777879003,261874.972607652,11917.2287044617,530111.979191117
69,0.265300620212407,-0.000289775766564463,0.000531190097870299,-0.0675608845700158,-0.0669226210351202,0.000172400590224731,1.70762992074296,1.77227245729374,1,0,0,0,0,0,0,2.12990715351158,1.79591320732185,0.018472251611526,-0.00980281411465559,-0.0104807910303423,0.0191660691376925,-0.010158595831367,-0.0102764483620357,257284.853067753,262350.150291658,11919.3104688097,531554.313828221
70,0.267873883705921,-0.000305965538892169,0.000495889904948819,-0.0690216558412894,-0.0702564383240036,0.000152698328004058,1.6890688426534,1.74788244559062,1,0,0,0,0,0,0,2.0896277857599,1.76838298957214,0.0185605646053757,-0.0102366813573474,-0.0102146603706929,0.0191992440717792,-0.0105305021813237,-0.0100108029155518,258286.694522147,262902.09402024,11921.6054776905,533110.394020077
71,0.270533403390674,-0.00031946487604414,0.000461415371040198,-0.0705191123460382,-0.0736420397696815,0.000133090009367581,1.67102641451639,1.72450217355453,1,0,0,0,0,0,0,2.05116406917303,1.74228796500328,0.0186496622548401,-0.0106890140596209,-0.00994647979376814,0.019237001110662,-0.0109243994655319,-0.00974208907634527,259325.538724745,263528.541000308,11924.1300572681,534778.209782321
72,0.273279847349025,-0.000330455182989158,0.000427726025663101,-0.07205354091467,-0.0770806717534185,0.000113539671825105,1.65349337596487,1.70208950074567,1,0,0,0,0,0,0,2.01442101976976,1.7175275169981,0.0187396770164079,-0.0111603749016886,-0.00967567846100628,0.0192793227880321,-0.0113407576355234,-0.00946967570683079,260401.694505632,264227.317895318,11926.9015574922,536555.913958442
73,0.276113992662916,-0.000339120602197175,0.000394766821767885,-0.0736252631219875,-0.0805736597009726,9.40057319565242e-05,1.63646164382462,1.6806042123669,1,0,0,0,0,0,0,1.97931101217814,1.6940110897617,0.0188307509218806,-0.0116513545996596,-0.00940171883227793,0.0193261889400736,-0.0117800395439865,-0.00919296137522181,261515.521066863,264996.355886524,11929.9384205818,538441.815373968
