U,theta_0,theta_diff,theta_1c,theta_1s,theta,phi,v_i1,v_i2,Prop_theta_0,Prop_isEnable,theta_1c_diff,theta_1s_diff,delta_e,delta_r,v_01,v_02,beta_01,beta_1c1,beta_1s1,beta_02,beta_1c2,beta_1s2,power_total_LowerRotor,power_total_UpperRotor,power_total_Prop,power_total
0,0.287935462939636,-0.0107713030485938,-0.00765875599603191,0.0125832143726517,0.0403778175747725,-0.0130895530425791,5.22750692604355,10.0805407754034,0,0,0.173848595781769,0.167086364577534,-0.0108270958262028,-0.0174532925199433,18.8362369728382,13.5306953465922,0.0163823895042985,-0.0208459342182582,0.0155159920398905,0.0220904396099084,0.0117109536807632,0.0115491138674758,308582.760712923,590938.842240357,15372.1064460984,911555.428361872
130,0.417902858554422,-0.00186303695040872,-0.0020668013559658,-0.206786241570946,-0.147308150873758,-0.0112513719482276,1.05170918506017,0.880950472817079,0,0,0.436332312998582,-0.0201694100797531,-0.00117482270831958,-0.00245985456941447,1.07111858149905,0.880955141790125,0.0216019338304204,-0.0194799833696769,-0.00946533856976634,0.017978130045502,-0.00489987049889656,-0.0102399318957814,369065.366697704,354973.925309207,25897.8802095689,749829.204988198
