U,theta_0,theta_diff,theta_1c,theta_1s,theta,phi,v_i1,v_i2,Prop_theta_0,Prop_isEnable,delta_e,delta_r,theta_1c_diff,theta_1s_diff,v_01,v_02,beta_01,beta_1c1,beta_1s1,beta_02,beta_1c2,beta_1s2,power_total_LowerRotor,power_total_UpperRotor,power_total_Prop,power_total
37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,0.283831705171236,-0.00963140139357639,0.000631507685474868,0.00553124795916836,0.0411891699925841,-0.00219104223175985,5.41899335490848,9.77845608223545,0,0,0.436332312998582,-0.523598775598299,-0.0174532925199433,0,17.9590847616281,13.160575334987,0.016527943984996,-0.00432436344880159,0.0102199832836699,0.0217903109836601,-0.00476301868824131,0.00919107002256596,317485.328275502,572589.380954361,14269.6582916414,902121.558153317
42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.280213299965669,-0.00903308707096262,0.000617601236005865,0.00134562152222039,0.043753283435187,-0.00233751858217673,5.51858778038005,9.44733111632566,0,0,0.436332312998582,-0.523598775598299,-0.0174532925199433,0,17.2559382943693,12.7656780569608,0.0166342970686342,-0.00509385517124703,0.00569791124044189,0.0215361279638541,-0.00539172342703412,0.00478585203864978,323000.281478483,554250.653472938,13863.6772904304,889314.063268453
7,0.278081469008427,-0.00874622240141567,0.000644825326246617,-0.000580751472332586,0.0448046539666645,-0.00244552813625675,5.56207502794073,9.23865294778131,0,0,0.436332312998582,-0.523598775598299,-0.0174532925199433,0,16.851160222667,12.5229136414253,0.0166974252698134,-0.00550076121562266,0.00359779374210533,0.0213838231590254,-0.00572833119684286,0.00274221871448098,325787.338085602,542973.4456966,13704.836774967,880834.493705058
8,0.275767092851659,-0.00847769466545652,0.000695576404626135,-0.00238154141919512,0.0456809378148466,-0.00257585719395804,5.59906653651283,9.00236906808178,0,0,0.436332312998582,-0.523598775598299,-0.0174532925199433,0,16.4163847297448,12.2538429329577,0.0167701435086969,-0.00592096773147773,0.00162833382795893,0.021212905401119,-0.00607531879613207,0.000827467849755319,328542.637356481,530347.993676686,13571.3794579928,870976.550501207
46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,0.270691391741935,-0.00803003793115343,0.000861755086913161,-0.00556523298564108,0.0468656415846368,-0.0029039894267529,5.64787665107353,8.45532999421305,0,0,0.436332312998582,-0.523598775598299,-0.0174532925199433,0,15.4739641038217,11.6488131381412,0.0169546314330097,-0.00680059113952949,-0.00184913770609209,0.0208086124467161,-0.00678678972965502,-0.00254793102658714,333846.41012747,501456.023650346,13367.1447476299,847417.656154295
11,0.267969433410194,-0.00787205998056532,0.000971389924102778,-0.00692862103342382,0.0471618139525499,-0.0031037380786697,5.65756340931978,8.15190749938826,0,0,0.436332312998582,-0.523598775598299,-0.0174532925199433,0,14.9742186342708,11.3163997692099,0.0170705602229615,-0.00726143466805615,-0.00332416969961183,0.0205725691363782,-0.00714447494682036,-0.00397693817801613,336346.970174096,485557.171674894,13290.3597778469,834036.457588724
