iter	Passed	Remaining
1664	26554	5342
1665	26562	5325
1666	26598	5313
1667	26707	5315
1668	26734	5302
1669	26747	5285
1670	26767	5270
1671	26788	5255
1672	26799	5238
1673	26809	5220
1674	26824	5204
1675	26837	5188
1676	26845	5170
1677	26858	5154
1678	26872	5137
1679	26884	5120
1680	26896	5104
1681	26907	5087
1682	26939	5074
1683	26951	5057
1684	26968	5041
1685	26980	5024
1686	26989	5007
1687	26998	4990
1688	27007	4972
1689	27019	4956
1690	27034	4940
1691	27043	4922
1692	27052	4905
1693	27064	4888
1694	27076	4872
1695	27085	4854
1696	27094	4837
1697	27102	4820
1698	27129	4806
1699	27249	4808
1700	27272	4793
1701	27281	4776
1702	27291	4759
1703	27309	4743
1704	27329	4728
1705	27348	4713
1706	27371	4698
1707	27383	4681
1708	27395	4664
1709	27405	4647
1710	27420	4631
1711	27429	4614
1712	27440	4597
1713	27448	4580
1714	27464	4564
1715	27474	4546
1716	27483	4529
1717	27491	4512
1718	27507	4496
1719	27532	4482
1720	27545	4465
1721	27565	4450
1722	27573	4432
1723	27583	4415
1724	27591	4398
1725	27602	4381
1726	27614	4365
1727	27623	4348
1728	27632	4331
1729	27640	4313
1730	27652	4297
1731	27668	4281
1732	27704	4268
1733	27748	4256
1734	27768	4241
1735	27784	4225
1736	27798	4208
1737	27809	4192
1738	27821	4175
1739	27832	4158
1740	27841	4141
1741	27850	4124
1742	27863	4108
1743	27873	4091
1744	27882	4074
1745	27892	4057
1746	27908	4041
1747	27916	4024
1748	27926	4007
1749	27934	3990
1750	27950	3974
1751	27975	3959
1752	27990	3943
1753	28005	3927
1754	28014	3910
1755	28027	3894
1756	28039	3878
1757	28048	3861
1758	28057	3844
1759	28071	3827
1760	28080	3810
1761	28090	3794
1762	28098	3777
1763	28110	3760
1764	28121	3744
1765	28130	3727
1766	28138	3710
1767	28155	3694
1768	28174	3679
1769	28187	3662
1770	28196	3645
1771	28211	3629
1772	28259	3618
1773	28272	3601
1774	28286	3585
1775	28294	3568
1776	28303	3551
1777	28311	3534
1778	28319	3518
1779	28328	3501
1780	28337	3484
1781	28368	3470
1782	28403	3456
1783	28415	3440
1784	28437	3425
1785	28448	3408
1786	28461	3392
1787	28470	3375
1788	28498	3361
1789	28509	3344
1790	28518	3327
1791	28533	3311
1792	28545	3295
1793	28555	3278
1794	28566	3262
1795	28603	3248
1796	28627	3233
1797	28637	3217
1798	28646	3200
1799	28658	3184
1800	28669	3167
1801	28700	3153
1802	28736	3139
1803	28755	3124
1804	28766	3107
1805	28776	3091
1806	28796	3075
1807	28812	3059
1808	28830	3044
1809	28839	3027
1810	28848	3010
1811	28856	2993
1812	28865	2977
1813	28874	2960
1814	28882	2943
1815	28891	2927
1816	28899	2910
1817	28909	2894
1818	28920	2877
1819	28933	2861
1820	28945	2845
1821	28953	2828
1822	28974	2813
1823	28993	2797
1824	29010	2781
1825	29087	2771
1826	29110	2756
1827	29124	2740
1828	29136	2724
1829	29145	2707
1830	29153	2690
1831	29163	2674
1832	29185	2659
1833	29205	2643
1834	29222	2627
1835	29280	2615
1836	29298	2599
1837	29308	2583
1838	29317	2566
1839	29331	2550
1840	29340	2534
1841	29350	2517
1842	29359	2501
1843	29367	2484
1844	29376	2467
1845	29386	2451
1846	29407	2436
1847	29422	2420
1848	29440	2404
1849	29448	2387
1850	29457	2371
1851	29465	2354
1852	29474	2338
1853	29482	2321
1854	29491	2305
1855	29500	2288
1856	29508	2272
1857	29516	2255
1858	29529	2239
1859	29541	2223
1860	29549	2207
1861	29561	2190
1862	29573	2174
1863	29581	2158
1864	29606	2143
1865	29622	2127
1866	29642	2111
1867	29654	2095
1868	29663	2079
1869	29673	2062
1870	29687	2046
1871	29703	2031
1872	29727	2015
1873	29764	2001
1874	29778	1985
1875	29786	1968
1876	29795	1952
1877	29825	1937
1878	29839	1921
1879	29858	1905
1880	29869	1889
1881	29878	1873
1882	29890	1857
1883	29903	1841
1884	29912	1824
1885	29924	1808
1886	29934	1792
1887	29943	1776
1888	29953	1760
1889	29968	1744
1890	29978	1727
1891	29987	1711
1892	29996	1695
1893	30004	1679
1894	30013	1663
1895	30022	1646
1896	30042	1631
1897	30058	1615
1898	30075	1599
1899	30083	1583
1900	30093	1567
1901	30101	1550
1902	30110	1534
1903	30123	1518
1904	30131	1502
1905	30143	1486
1906	30153	1470
1907	30164	1454
1908	30175	1438
1909	30185	1422
1910	30195	1406
1911	30208	1390
1912	30217	1374
1913	30234	1358
1914	30304	1345
1915	30317	1329
1916	30336	1313
1917	30349	1297
1918	30361	1281
1919	30375	1265
1920	30386	1249
1921	30395	1233
1922	30407	1217
1923	30417	1201
1924	30427	1185
1925	30439	1169
1926	30467	1154
1927	30476	1138
1928	30499	1122
1929	30508	1106
1930	30517	1090
1931	30529	1074
1932	30537	1058
1933	30548	1042
1934	30557	1026
1935	30566	1010
1936	30576	994
1937	30584	978
1938	30594	962
1939	30602	946
1940	30611	930
1941	30619	914
1942	30629	898
1943	30638	882
1944	30663	867
1945	30683	851
1946	30695	835
1947	30706	819
1948	30716	803
1949	30739	788
1950	30765	772
1951	30787	757
1952	30807	741
1953	30816	725
1954	30830	709
1955	30846	693
1956	30871	678
1957	30879	662
1958	30905	646
1959	30914	630
1960	30925	615
1961	30938	599
1962	30947	583
1963	30955	567
1964	30969	551
1965	30978	535
1966	30988	519
1967	30997	504
1968	31009	488
1969	31020	472
1970	31029	456
1971	31039	440
1972	31069	425
1973	31085	409
1974	31099	393
1975	31112	377
1976	31121	362
1977	31134	346
1978	31147	330
1979	31155	314
1980	31165	298
1981	31174	283
1982	31183	267
1983	31192	251
1984	31200	235
1985	31209	220
1986	31217	204
1987	31226	188
1988	31235	172
1989	31244	157
1990	31252	141
1991	31261	125
1992	31273	109
1993	31345	94
1994	31358	78
1995	31375	62
1996	31384	47
1997	31392	31
1998	31401	15
1999	31413	0
