iter	RMSE
177	48706.18052
178	48649.30566
179	48543.17707
180	48439.04852
181	48369.08678
182	48252.29724
183	48212.32338
184	48076.79328
185	47968.87858
186	47886.30641
187	47767.16204
188	47718.68409
189	47627.47764
190	47561.17727
191	47493.16089
192	47444.00173
193	47332.13959
194	47281.63682
195	47210.72559
196	47184.86479
197	47078.92453
198	47050.47601
199	46985.32893
200	46912.5387
201	46823.74362
202	46752.1349
203	46661.40134
204	46531.35873
205	46414.4016
206	46318.54954
207	46257.54978
208	46182.25251
209	46124.63001
210	46072.73332
211	46025.43381
212	45955.63569
213	45888.18677
214	45824.36177
215	45694.53181
216	45610.80639
217	45538.40241
218	45499.09804
219	45431.42009
220	45342.1642
221	45297.64917
222	45248.24824
223	45183.52622
224	45066.9225
225	45007.63226
226	44883.13443
227	44828.9548
228	44795.32423
229	44722.89186
230	44612.89053
231	44583.32669
232	44521.16279
233	44443.23282
234	44352.15853
235	44266.88824
236	44186.94466
237	44095.89347
238	44043.64292
239	44003.32046
240	43899.54278
241	43841.84608
242	43729.64982
243	43686.52004
244	43609.36954
245	43553.45849
246	43530.33339
247	43449.97897
248	43371.78657
249	43263.4441
250	43183.69494
251	43117.70966
252	43038.70968
253	42913.44211
254	42860.57215
255	42808.00086
256	42733.37815
257	42675.80735
258	42600.07522
259	42548.81869
260	42481.77377
261	42418.54923
262	42348.47222
263	42279.06531
264	42212.85703
265	42144.06187
266	42112.29915
267	42069.4943
268	42020.68279
269	41964.18967
270	41902.12864
271	41816.68564
272	41738.0375
273	41679.15954
274	41619.05788
275	41596.08567
276	41554.35383
277	41498.68895
278	41464.40372
279	41416.19731
280	41325.64186
281	41261.14989
282	41220.46342
283	41196.63466
284	41151.28916
285	41074.32893
286	41039.53052
287	40978.26576
288	40901.55065
289	40784.88937
290	40748.63572
291	40708.37502
292	40668.16242
293	40617.23392
294	40516.86199
295	40478.30758
296	40441.89912
297	40406.74029
298	40312.84694
299	40261.18176
300	40218.07269
301	40121.97337
302	40086.06335
303	40039.10133
304	39959.53926
305	39898.7855
306	39832.57488
307	39790.15322
308	39728.71272
309	39673.38645
310	39623.84477
311	39571.34956
312	39531.58755
313	39479.2683
314	39407.79978
315	39337.84939
316	39311.6855
317	39253.22055
318	39181.83085
319	39118.40207
320	39028.5572
321	38973.69488
322	38940.89803
323	38849.33278
324	38787.13817
325	38752.14563
326	38688.52615
327	38635.32016
328	38570.14763
329	38466.20879
330	38421.12294
331	38384.30622
332	38348.00172
333	38291.62199
334	38259.69469
335	38216.30803
336	38156.12183
337	38128.25242
338	38061.36881
339	38001.07688
340	37948.41827
341	37891.8565
342	37832.67006
343	37792.20549
344	37701.09477
345	37624.38009
346	37575.85495
347	37532.02152
348	37517.79287
349	37442.30921
350	37390.91033
351	37315.29006
352	37275.05433
353	37227.44774
354	37103.88592
355	37068.96903
356	37024.61454
357	36974.89129
358	36946.71752
359	36906.79046
360	36859.13306
361	36817.4499
362	36778.15028
363	36763.96878
364	36716.55331
365	36675.79581
366	36624.47484
367	36558.57417
368	36518.25972
369	36491.65841
370	36446.64508
371	36426.109
372	36388.30418
373	36333.30061
374	36254.80642
375	36202.00914
376	36186.32698
377	36127.42687
378	36091.63642
379	36025.78894
380	35994.51482
381	35957.05623
382	35902.19548
383	35876.21893
384	35849.34374
385	35811.034
386	35781.40953
387	35756.73116
388	35722.75268
389	35671.84258
390	35617.78808
391	35571.15796
392	35507.0365
393	35460.46988
394	35418.58827
395	35357.87873
396	35310.6634
397	35265.78766
398	35212.394
399	35159.43749
400	35134.21585
401	35097.42086
402	35059.07464
403	35006.84437
404	34971.67091
405	34936.21423
406	34913.05674
407	34884.29329
408	34850.1372
409	34800.82423
410	34746.90675
411	34719.8674
412	34670.93653
413	34647.594
414	34609.69331
415	34570.58798
416	34509.26131
417	34485.48492
418	34450.05468
419	34411.25027
420	34383.90825
421	34336.7586
422	34304.62401
423	34274.1802
424	34231.27261
425	34174.52751
426	34130.79603
427	34089.6432
428	34062.87311
429	34029.93392
430	33993.79648
431	33956.32462
432	33924.51036
433	33883.34597
434	33826.36993
435	33802.95782
436	33781.04365
437	33744.22596
438	33718.77457
439	33678.61134
440	33615.07152
441	33563.47561
442	33535.96988
443	33500.87683
444	33467.91544
445	33443.48563
446	33398.61778
447	33365.7946
448	33330.95992
449	33304.21396
450	33259.91983
451	33232.53423
452	33154.53148
453	33130.1721
454	33083.60087
455	33060.66058
456	33037.16429
457	33016.07212
458	32991.55154
459	32966.29042
460	32928.42648
461	32909.99722
462	32893.31292
463	32871.2576
464	32795.48167
465	32746.06472
466	32709.69143
467	32661.52619
468	32636.5571
469	32605.75219
470	32577.33799
471	32559.70102
472	32533.85341
473	32501.0044
474	32469.14441
475	32436.22826
476	32376.01377
477	32332.60934
478	32314.24
479	32287.92242
480	32272.90976
481	32258.74268
482	32233.70845
483	32192.84986
484	32152.05635
485	32118.69588
486	32094.62883
487	32040.46189
488	32000.00349
489	31963.10441
490	31940.71414
491	31879.71708
492	31836.40999
493	31783.97884
494	31747.83505
495	31720.50902
496	31687.26099
497	31655.22831
498	31625.68486
499	31587.40469
500	31532.8473
501	31514.62756
502	31485.77113
503	31463.61737
504	31435.91658
505	31396.32422
506	31375.80268
507	31335.46791
508	31306.75193
509	31269.78261
510	31228.32516
511	31176.09716
512	31133.01727
513	31105.20184
514	31070.46531
515	31047.60336
516	31026.29386
517	30976.26847
518	30917.79322
519	30886.36842
520	30862.55866
521	30832.45993
522	30813.43145
523	30784.1403
524	30758.23631
525	30723.45106
526	30686.10678
527	30648.23754
528	30624.03553
529	30598.96142
530	30567.88635
531	30548.10656
532	30518.28549
533	30500.05601
534	30456.92807
535	30433.24225
536	30416.22216
537	30397.18252
538	30356.94615
539	30316.54899
540	30289.00153
541	30275.46003
542	30237.22274
543	30199.26035
544	30168.82142
545	30122.79146
546	30102.06238
547	30056.76327
548	30032.67375
549	30010.82645
550	29988.63821
551	29962.13139
552	29935.59935
553	29904.06279
554	29885.10965
555	29865.21767
556	29816.19035
557	29786.98391
558	29767.35878
559	29736.92214
560	29714.55087
561	29684.65627
562	29652.69452
563	29637.42117
564	29606.65876
565	29571.97526
566	29549.63847
567	29520.72867
568	29501.94032
569	29474.01369
570	29448.46588
571	29414.3411
572	29387.5784
573	29355.40326
574	29323.67124
575	29306.36682
576	29297.89117
577	29251.05064
578	29243.3366
579	29215.49849
580	29188.02607
581	29157.41164
582	29123.71814
583	29103.43778
584	29089.07902
585	29052.3669
586	29023.93446
587	28997.70976
588	28967.64251
589	28934.4238
590	28895.92981
591	28864.47476
592	28838.47074
593	28820.3601
594	28783.19278
595	28757.06106
596	28732.53941
597	28694.26289
598	28685.43524
599	28671.19021
600	28653.119
601	28621.91605
602	28578.49547
603	28551.86956
604	28515.09761
605	28479.93453
606	28460.27682
607	28438.61309
608	28404.97113
609	28375.8866
610	28343.30548
611	28323.20165
612	28298.06312
613	28258.36063
614	28223.32248
615	28203.73605
616	28177.9501
617	28151.8719
618	28126.80317
619	28100.71566
620	28080.93287
621	28063.79782
622	28037.90476
623	28014.05106
624	27989.95602
625	27955.39317
626	27917.54168
627	27897.22216
628	27872.25678
629	27851.48581
630	27827.11621
631	27811.02675
632	27789.56354
633	27765.07297
634	27736.79439
635	27716.6666
636	27690.65789
637	27661.31052
638	27642.72589
639	27632.59758
640	27617.98829
641	27585.35036
642	27567.12934
643	27548.87723
644	27522.58043
645	27494.03191
646	27481.61959
647	27442.29999
648	27422.49318
649	27399.34075
650	27388.32732
651	27366.84716
652	27321.47148
653	27298.99815
654	27284.7658
655	27267.32149
656	27254.34645
657	27219.32112
658	27205.5838
659	27194.51775
660	27171.27512
661	27153.25353
662	27116.43597
663	27089.81408
664	27072.06597
665	27054.18263
666	27018.74882
667	26986.69795
668	26953.20613
669	26932.44923
670	26905.4939
671	26879.63173
672	26841.4295
673	26822.51569
674	26798.08313
675	26780.58564
676	26748.17771
677	26732.1977
678	26709.92175
679	26677.39749
680	26656.26188
681	26614.38006
682	26580.59269
683	26555.18674
684	26543.68366
685	26525.61699
686	26503.13653
687	26477.15557
688	26454.76338
689	26430.35391
690	26406.89204
691	26378.0124
692	26349.95395
693	26328.21815
694	26303.31657
695	26267.15896
696	26233.59636
697	26217.97412
698	26205.26945
699	26186.31941
700	26172.4658
701	26150.05336
702	26123.08145
703	26097.30602
704	26077.69175
705	26053.80979
706	26022.28733
707	25982.25683
708	25958.28605
709	25950.9464
710	25934.30761
711	25918.27749
712	25897.10636
713	25881.1336
714	25870.71934
715	25845.18432
716	25804.42159
717	25762.84762
718	25738.15697
719	25717.38292
720	25690.3872
721	25671.11287
722	25647.23664
723	25629.02476
724	25615.13605
725	25587.25646
726	25551.66392
727	25526.4419
728	25513.87723
729	25485.02318
730	25458.87719
731	25434.14023
732	25408.73631
733	25393.30284
734	25376.29686
735	25356.07797
736	25328.97281
737	25314.89602
738	25299.02629
739	25261.23836
740	25252.40032
741	25226.60154
742	25213.69032
743	25202.38483
744	25169.28517
745	25139.9344
746	25124.84497
747	25108.13366
748	25085.91821
749	25069.72962
750	25030.97791
751	25015.60121
752	24990.67242
753	24976.46917
754	24956.9387
755	24942.11303
756	24928.27371
757	24898.41809
758	24868.3602
759	24852.51498
760	24840.85818
761	24825.49742
762	24813.12528
763	24796.05337
764	24776.99215
765	24754.14941
766	24736.62653
767	24719.66795
768	24694.82632
769	24674.77324
770	24662.48498
771	24629.94946
772	24610.76875
773	24600.15303
774	24584.81099
775	24568.90459
776	24556.97567
777	24540.26454
778	24524.99768
779	24512.32144
780	24488.24413
781	24473.36315
782	24447.07738
783	24418.47333
784	24387.44992
785	24376.35181
786	24324.54233
787	24312.5535
788	24301.81444
789	24289.89704
790	24273.54464
791	24258.79753
792	24245.93358
793	24230.90415
794	24220.28414
795	24205.07942
796	24195.65763
797	24177.4962
798	24149.85577
799	24116.06002
800	24097.70403
801	24078.78972
802	24048.563
803	24025.57067
804	24005.68528
805	23981.04283
806	23969.00633
807	23956.78613
808	23943.19926
809	23928.3792
810	23915.4213
811	23906.26701
812	23864.68704
813	23843.53838
814	23813.9385
815	23795.67359
816	23782.05634
817	23769.19003
818	23757.5558
819	23744.14571
820	23723.53154
821	23713.95523
822	23701.07627
823	23673.67191
824	23657.66895
825	23647.96227
826	23622.86982
827	23600.0971
828	23582.71431
829	23546.80928
830	23539.00578
831	23505.96389
832	23488.26448
833	23479.39353
834	23457.20414
835	23433.02445
836	23414.3788
837	23391.44466
838	23378.84659
839	23362.14217
840	23343.42111
841	23333.21106
842	23296.82123
843	23276.42627
844	23268.13091
845	23248.98532
846	23229.2074
847	23212.90869
848	23195.13039
849	23177.35988
850	23160.39985
851	23148.53531
852	23118.77943
853	23109.58869
854	23091.00383
855	23080.65262
856	23066.7821
857	23058.84753
858	23050.45136
859	23034.39459
860	23017.36267
861	22997.72613
862	22978.2359
863	22958.67533
864	22941.5176
865	22931.0384
866	22912.3421
867	22881.01226
868	22869.5237
869	22841.64764
870	22827.03225
871	22817.56236
872	22803.20898
873	22794.31052
874	22778.37326
875	22752.78641
876	22742.37621
877	22714.22988
878	22700.46864
879	22682.28156
880	22665.57036
881	22653.65539
882	22639.57385
883	22623.68098
884	22607.77095
885	22595.56283
886	22582.22433
887	22567.36238
888	22546.7778
889	22528.94992
890	22509.60634
891	22497.94649
892	22478.1474
893	22458.30107
894	22444.26417
895	22426.06631
896	22409.26181
897	22396.74975
898	22387.38831
899	22377.98528
900	22356.82898
901	22345.45271
902	22326.77874
903	22299.75716
904	22277.47627
905	22254.48053
906	22239.10395
907	22219.85228
908	22211.5328
909	22191.90481
910	22172.79704
911	22153.77587
912	22146.12959
913	22122.69544
914	22105.12198
915	22097.58769
916	22085.69324
917	22073.39626
918	22058.2051
919	22033.91399
920	22017.68075
921	22011.06507
922	21992.85683
923	21977.00147
924	21950.06579
925	21936.22434
926	21912.59126
927	21899.29808
928	21882.95724
929	21868.38565
930	21841.94924
931	21830.92816
932	21818.30443
933	21808.32205
934	21787.93875
935	21773.36132
936	21751.58626
937	21731.95623
938	21714.81388
939	21704.41784
940	21692.77878
941	21681.615
942	21658.45422
943	21640.93373
944	21621.49637
945	21596.8697
946	21566.64668
947	21555.38549
948	21548.23022
949	21536.76307
950	21519.07188
951	21505.97084
952	21487.04064
953	21461.66293
954	21442.90901
955	21427.04987
956	21416.88635
957	21391.23028
958	21380.05099
959	21363.18917
960	21347.80965
961	21315.26603
962	21305.20952
963	21290.48577
964	21279.06176
965	21247.4033
966	21233.14219
967	21221.84783
968	21214.49498
969	21195.32199
970	21182.26361
971	21169.03001
972	21159.12246
973	21135.24298
974	21111.58558
975	21100.73091
976	21079.702
977	21073.21675
978	21061.95497
979	21043.73079
980	21031.73964
981	21022.05302
982	20999.26189
983	20988.76336
984	20972.52582
985	20954.06219
986	20946.6148
987	20933.85903
988	20927.95628
989	20912.73802
990	20900.09924
991	20887.63845
992	20876.12297
993	20864.67595
994	20855.54337
995	20838.45178
996	20821.94773
997	20808.5106
998	20796.37452
999	20780.9507
1000	20766.66933
1001	20751.75221
1002	20734.13712
1003	20713.95948
1004	20698.76214
1005	20687.78533
1006	20674.44114
1007	20665.75202
1008	20644.48156
1009	20631.94155
1010	20623.19796
1011	20616.38237
1012	20601.74904
1013	20592.7302
1014	20580.16697
1015	20563.24138
1016	20549.24401
1017	20536.27922
1018	20528.86353
1019	20520.35198
1020	20503.73604
1021	20491.17961
1022	20474.29106
1023	20462.29857
1024	20441.81719
1025	20431.2328
1026	20422.20348
1027	20408.56677
1028	20392.91594
1029	20377.83033
1030	20356.82019
1031	20341.51596
1032	20319.8975
1033	20294.09132
1034	20284.459
1035	20278.52914
1036	20248.64728
1037	20236.87324
1038	20228.82949
1039	20211.84442
1040	20203.11053
1041	20187.05002
1042	20179.07807
1043	20171.32964
1044	20155.39764
1045	20135.2126
1046	20123.38817
1047	20116.58806
1048	20089.31454
1049	20072.94066
1050	20059.87071
1051	20042.66876
1052	20032.95864
1053	20018.44626
1054	20005.44192
1055	19984.20262
1056	19964.0928
1057	19950.17091
1058	19936.28528
1059	19923.63763
1060	19916.9898
1061	19905.52814
1062	19887.75361
1063	19876.03008
1064	19855.98218
1065	19841.1101
1066	19825.65946
1067	19813.05202
1068	19803.43796
1069	19791.91117
1070	19782.29355
1071	19771.78588
1072	19755.86202
1073	19741.60347
1074	19709.62418
1075	19701.17219
1076	19693.65358
1077	19682.89653
1078	19664.23451
1079	19643.99348
1080	19622.81328
1081	19603.97178
1082	19591.44575
1083	19576.22275
1084	19558.94294
1085	19552.48684
1086	19544.0448
1087	19532.03472
1088	19524.88444
1089	19501.79131
1090	19485.18288
1091	19458.27057
1092	19448.46244
1093	19437.44542
1094	19423.03053
1095	19408.50531
1096	19389.61409
1097	19376.99917
1098	19366.20734
1099	19358.64393
1100	19345.12047
1101	19333.80155
1102	19325.08392
1103	19312.52129
1104	19299.67574
1105	19287.65631
1106	19266.91778
1107	19249.26456
1108	19232.60391
1109	19214.49121
1110	19207.31714
1111	19186.43238
1112	19175.01848
1113	19167.26847
1114	19152.72883
1115	19137.63494
1116	19121.69082
1117	19112.43019
1118	19095.61886
1119	19084.79478
1120	19073.7572
1121	19063.65852
1122	19049.84008
1123	19041.51703
1124	19033.49337
1125	19020.64173
1126	19002.83382
1127	18987.2415
1128	18975.54549
1129	18969.26143
1130	18952.0931
1131	18942.27995
1132	18929.45769
1133	18915.74614
1134	18906.23921
1135	18889.22879
1136	18883.04182
1137	18873.84086
1138	18853.80614
1139	18849.68384
1140	18845.43045
1141	18836.89158
1142	18825.36167
1143	18814.93607
1144	18806.74028
1145	18796.45755
1146	18787.09196
1147	18778.10058
1148	18755.36206
1149	18750.63548
1150	18737.70053
1151	18724.68833
1152	18704.41422
1153	18694.92233
1154	18687.82326
1155	18680.27415
1156	18669.79823
1157	18659.64385
1158	18645.96751
1159	18633.62729
1160	18623.41352
1161	18609.80969
1162	18600.68507
1163	18584.66417
1164	18575.72356
1165	18558.19905
1166	18543.29661
1167	18531.01989
1168	18526.39226
1169	18518.04684
1170	18508.71203
1171	18498.93451
1172	18489.13616
1173	18472.49113
1174	18459.99728
1175	18448.4332
1176	18437.43491
1177	18432.35551
1178	18423.96695
1179	18413.47092
1180	18392.18503
1181	18386.32997
1182	18378.85796
1183	18367.02817
1184	18357.69108
1185	18345.41966
1186	18323.58437
1187	18315.76147
1188	18308.72755
1189	18296.55043
1190	18276.11108
1191	18261.1338
1192	18255.22722
1193	18248.21464
1194	18237.09155
1195	18221.79622
1196	18216.75901
1197	18213.41181
1198	18195.35276
1199	18186.91003
1200	18174.64015
1201	18168.99614
1202	18160.0174
1203	18147.83988
1204	18137.5848
1205	18124.46016
1206	18114.27983
1207	18104.87713
1208	18099.63235
1209	18093.13478
1210	18077.00428
1211	18064.17983
1212	18042.68054
1213	18028.25302
1214	18008.66606
1215	17998.11453
1216	17982.84102
1217	17976.9287
1218	17964.12124
1219	17955.61642
1220	17947.29068
1221	17940.14585
1222	17933.20948
1223	17913.67673
1224	17897.6406
1225	17889.38098
1226	17882.67173
1227	17863.21437
1228	17843.96449
1229	17832.78517
1230	17825.91667
1231	17820.15584
1232	17804.15709
1233	17796.66226
1234	17790.61036
1235	17780.27034
1236	17765.54081
1237	17751.19449
1238	17740.19713
1239	17727.78607
1240	17711.20824
1241	17692.88749
1242	17684.07368
1243	17677.38325
1244	17655.05139
1245	17647.71137
1246	17640.91051
1247	17634.485
1248	17628.83567
1249	17616.64863
1250	17602.95567
1251	17591.17805
1252	17584.3207
1253	17580.25747
1254	17573.3097
1255	17559.6378
1256	17547.89931
1257	17539.10236
1258	17525.07088
1259	17516.90924
1260	17505.24927
1261	17494.11508
1262	17470.52752
1263	17466.25535
1264	17458.59621
1265	17448.38443
1266	17431.03104
1267	17421.44426
1268	17410.11324
1269	17389.83388
1270	17368.82741
1271	17351.91643
1272	17340.37791
1273	17323.04542
1274	17312.60291
1275	17304.77001
1276	17295.36173
1277	17281.86146
1278	17272.72684
1279	17262.39146
1280	17249.94318
1281	17244.94535
1282	17238.20452
1283	17233.69584
1284	17219.67508
1285	17208.88791
1286	17199.59306
1287	17192.06785
1288	17183.14094
1289	17170.24408
1290	17157.81968
1291	17151.25558
1292	17143.29014
1293	17131.36897
1294	17120.8728
1295	17106.04199
1296	17094.76647
1297	17080.41817
1298	17071.67191
1299	17065.91189
1300	17059.43427
1301	17039.4723
1302	17029.74563
1303	17021.81683
1304	17010.7847
1305	16998.41439
1306	16990.32652
1307	16986.34243
1308	16978.36285
1309	16971.79731
1310	16964.35035
1311	16956.75224
1312	16941.7294
1313	16927.00395
1314	16918.9539
1315	16901.32074
1316	16885.69163
1317	16871.98891
1318	16863.35219
1319	16853.3171
1320	16843.31355
1321	16833.04409
1322	16828.52462
1323	16817.71261
1324	16808.74639
1325	16797.70358
1326	16789.93355
1327	16779.85458
1328	16774.43097
1329	16764.6216
1330	16750.27254
1331	16737.1907
1332	16732.70142
1333	16724.50129
1334	16719.86024
1335	16714.96663
1336	16708.71271
1337	16696.4677
1338	16687.98446
1339	16676.05518
1340	16662.6217
1341	16653.57736
1342	16642.4462
1343	16631.46433
1344	16619.77921
1345	16613.51165
1346	16597.94229
1347	16590.56564
1348	16583.65395
1349	16575.20034
1350	16566.82607
1351	16557.75639
1352	16543.45481
1353	16531.73918
1354	16523.01663
1355	16516.08172
1356	16505.59547
1357	16498.25225
1358	16488.40731
1359	16475.87702
1360	16470.00285
1361	16459.93033
1362	16452.45139
1363	16445.73357
1364	16436.65479
1365	16433.68845
1366	16422.3804
1367	16414.88562
1368	16406.24292
1369	16395.41482
1370	16391.92812
1371	16383.31755
1372	16373.78701
1373	16366.23263
1374	16354.11784
1375	16343.7603
1376	16333.71088
1377	16322.1362
1378	16317.46974
1379	16305.87739
1380	16297.1899
1381	16290.86498
1382	16274.26704
1383	16259.76975
1384	16241.01448
1385	16229.70835
1386	16216.07666
1387	16210.82087
1388	16199.79766
1389	16189.15045
1390	16180.6493
1391	16174.52851
1392	16165.85237
1393	16152.51493
1394	16142.09433
1395	16132.4876
1396	16115.94942
1397	16110.92344
1398	16102.07261
1399	16092.75347
1400	16086.29182
1401	16079.49375
1402	16070.02619
1403	16063.88919
1404	16055.69429
1405	16049.22842
1406	16042.74337
1407	16036.10909
1408	16028.66062
1409	16023.12118
1410	16014.8356
1411	16000.52912
1412	15994.09158
1413	15981.73108
1414	15970.88327
1415	15963.76985
1416	15954.8964
1417	15947.53195
1418	15936.37455
1419	15930.51785
1420	15917.99444
1421	15910.55242
1422	15901.41701
1423	15892.66253
1424	15884.89981
1425	15873.14007
1426	15864.93387
1427	15858.46334
1428	15850.38179
1429	15841.29343
1430	15833.75963
1431	15820.879
1432	15813.77929
1433	15806.91232
1434	15797.02634
1435	15786.34654
1436	15776.84819
1437	15770.1803
1438	15766.12187
1439	15756.967
1440	15749.0984
1441	15742.22058
1442	15733.38478
1443	15722.28408
1444	15715.11213
1445	15701.48344
1446	15691.62226
1447	15683.24711
1448	15678.89616
1449	15674.37824
1450	15664.6548
1451	15661.1533
1452	15652.47235
1453	15641.81167
1454	15630.05138
1455	15623.87709
1456	15615.41723
1457	15606.79687
1458	15603.21655
1459	15598.29834
1460	15584.52244
1461	15574.0996
1462	15570.63041
1463	15564.3228
1464	15556.41951
1465	15551.32908
1466	15544.74933
1467	15536.61161
1468	15530.60727
1469	15522.05005
1470	15511.68447
1471	15501.02015
1472	15495.02212
1473	15484.60965
1474	15477.37517
1475	15469.10144
1476	15458.81643
1477	15451.87111
1478	15446.33551
1479	15439.59749
1480	15425.754
1481	15416.0249
1482	15408.69311
1483	15401.55517
1484	15390.13253
1485	15386.57376
1486	15378.83631
1487	15368.52747
1488	15358.87169
1489	15348.94527
1490	15341.88146
1491	15337.27481
1492	15329.04474
1493	15318.47234
1494	15306.54293
1495	15301.17624
1496	15294.61583
1497	15287.92089
1498	15278.00607
1499	15271.91223
1500	15265.95899
1501	15257.19236
1502	15252.38819
1503	15245.26609
1504	15239.17437
1505	15231.96743
1506	15224.96968
1507	15217.09621
1508	15196.56465
1509	15194.19158
1510	15189.44787
1511	15174.80066
1512	15166.86449
1513	15139.6359
1514	15135.04699
1515	15128.39736
1516	15121.43954
1517	15115.19333
1518	15105.22099
1519	15096.66449
1520	15086.81799
1521	15082.22588
1522	15068.38579
1523	15055.23022
1524	15049.27282
1525	15044.85687
1526	15038.01612
1527	15027.99548
1528	15020.52815
1529	15011.23014
1530	15004.90881
1531	14990.17863
1532	14983.70526
1533	14975.9256
1534	14967.71153
1535	14960.51145
1536	14956.38728
1537	14948.16128
1538	14944.66736
1539	14934.08628
1540	14925.85999
1541	14922.59194
1542	14914.41628
1543	14909.45898
1544	14901.43075
1545	14896.91777
1546	14878.67259
1547	14871.40775
1548	14865.5875
1549	14854.25559
1550	14847.15061
1551	14835.47453
1552	14819.7156
1553	14807.68832
1554	14800.89703
1555	14794.50445
1556	14790.07348
1557	14784.73823
1558	14778.1295
1559	14761.2661
1560	14750.66226
1561	14741.24231
1562	14733.17021
1563	14723.05452
1564	14711.58034
1565	14697.90034
1566	14689.70175
1567	14678.95309
1568	14669.44989
1569	14659.43943
1570	14647.27908
1571	14638.50005
1572	14629.53851
1573	14625.95029
1574	14615.75625
1575	14611.95583
1576	14602.9026
1577	14590.63407
1578	14580.62584
1579	14572.90397
1580	14569.47881
1581	14557.19236
1582	14548.90303
1583	14542.50125
1584	14535.88948
1585	14531.34948
1586	14519.57354
1587	14509.24545
1588	14500.4979
1589	14492.28238
1590	14478.26889
1591	14473.96123
1592	14468.72888
1593	14459.61188
1594	14453.0932
1595	14445.02256
1596	14437.6959
1597	14430.41312
1598	14423.95857
1599	14412.97123
1600	14408.75842
1601	14398.89789
1602	14389.18775
1603	14377.05539
1604	14369.7767
1605	14360.41511
1606	14352.32807
1607	14344.74714
1608	14340.60543
1609	14334.82035
1610	14327.1877
1611	14320.42792
1612	14315.47069
1613	14307.1422
1614	14298.86922
1615	14290.09329
1616	14284.96195
1617	14278.41179
1618	14272.53505
1619	14266.41917
1620	14261.87362
1621	14253.98702
1622	14249.72102
1623	14240.47322
1624	14232.4469
1625	14224.88677
1626	14217.07145
1627	14209.98922
1628	14197.55855
1629	14185.80598
1630	14175.66569
1631	14168.06745
1632	14163.63303
1633	14158.9471
1634	14154.56378
1635	14151.13367
1636	14146.75668
1637	14136.80499
1638	14133.18846
1639	14127.16375
1640	14122.44341
1641	14118.90312
1642	14108.93045
1643	14095.03663
1644	14086.73411
1645	14077.4193
1646	14061.60807
1647	14054.35328
1648	14048.07914
1649	14042.51756
1650	14039.8109
1651	14030.80703
1652	14021.15937
1653	14009.04752
1654	13998.49367
1655	13993.1296
1656	13986.13266
1657	13980.91272
1658	13974.20691
1659	13964.78513
1660	13957.5734
1661	13945.20745
1662	13935.7323
1663	13931.55617
1664	13925.94336
1665	13920.24035
